19.427010, -99.167691, Angel_of_Independence
19.424412, -99.175453, Angel_of_Independence_West
19.425170, -99.154601, Angel_of_Independence_East
19.43263, -99.16998, Angel_of_Independence_North
19.418679, -99.162841, Roma_North
19.428377, -99.161725, Juarez
19.428844, -99.180903, Anzures
19.4365, -99.18435, Anzures_North
19.433375, -99.194508, Polanco
19.413226, -99.174711, Condesa
19.424152, -99.147673, Roma
19.403825, -99.164686, Roma_Sur
#19.410986, -99.165440, Hippo
19.438177, -99.161648, San_Rafael
19.443967, -99.128034, Tepito
19.444692, -99.211164, Losa_Hermosa
19.400537, -99.173999, Colonia_Napoles_North
19.423657, -99.213466, Lomas_de_Chapultepec
19.400868, -99.188067, Tacubaya
#19.42382, -99.1857, Chapultepec_Park
#19.42989, -99.19968, Lincoln_Park
#19.4184, -99.19372, Between_Chapultepec_Parks
#19.41203, -99.20598, Panteon_Civil_De_Dolores
#19.40962, -99.18292, La_Salle_University
#19.40753, -99.17295, Hippodromo
#19.41828, -99.16889, Condesa_Northeast
#19.42939, -99.1738, Colonia_Cuauhtemoc
#19.43459, -99.1513, Juarez_Station
#19.42565, -99.15466, Cuauhtemoc_Station
#19.40976, -99.15544, Roma-2
#19.40284, -99.18018, Escandon_Secc
#19.43149, -99.14167, San_Juan_de_Letran_Station
#19.43576, -99.13228, Historic_Centre
#19.44062, -99.14297, Garibaldi_Plaza
#19.41584, -99.18318, La_Moira
#19.43771, -99.175, Anzures_North-2
