33.792127, -84.380346, Ansley_Park
33.790116, -84.387084, Arts_Center_Station
33.793561, -84.370346, North_Piedmont_Park
33.813179, -84.394549, Colonial_Homes
33.823227, -84.367422, Lindbergh
33.846864, -84.371628, Buckhead_Forest
33.851422, -84.364231, North_Buckhead
33.782893, -84.399831, Georgia_Tech-1
33.778135, -84.403571, Georgia_Tech-2
33.759138, -84.362024, Inman_Park
33.739482, -84.372754, Grant_Park
33.730708, -84.402110, Pittsburgh
33.762953, -84.387240, Northeast_Centennial_Park
33.768148, -84.380802, Sono
33.775412, -84.389127, Tech_Square
33.778804, -84.357372, Virginia_Highlands
33.846922, -84.375622, Buckhead_Forest
33.874540, -84.303074, PDK_Airport
33.706631, -84.418594, Sylvan_Hills
33.769793, -84.356621, Poncey_Highlands
33.758245, -84.419729, Washington_Park
33.740649, -84.439630, Westview
33.705680, -84.435404, Fort_McPherson
33.781219, -84.385347, Midtown-1
33.782525, -84.382214, Midtown-2
33.784652, -84.385003, Midtown-3
33.783604, -84.387921, Midtown-4
33.759743, -84.387902, Downtown-1
33.750809, -84.384703, Downtown-2
33.747709, -84.394316, Downtown-3
33.792152, -84.356887, Morningside-Lenox_Park
33.721942, -84.413875, Capitol_View
33.757181, -84.395936, State_Farm_Arena
33.756917, -84.364908, 112_Krog_St_NE
33.761114, -84.365423, Highland_Bakery
33.750949, -84.365425, Cabbagetown
33.789994, -84.411983, Berkeley_Park
33.792173, -84.424772, Bland_Town
33.757543, -84.453227, Anderson_Park
33.755754, -84.366265, Old_Fourth_Ward
33.71928, -84.39918, Pittsburgh_South
33.75261, -84.40691, Clark_Atlanta_University
33.74833, -84.42425, Spelman_College_West
33.7489, -84.41515, Spelman_College
33.7372, -84.41618, West_End
33.7297, -84.42227, Oakland_City
33.73399, -84.43025, Bush_Mountain
33.71999, -84.43216, Venetian_Hills
33.72597, -84.41112, Adair_Park
33.72833, -84.41446, Adair_Park-2
33.73866, -84.39835, Mechanicsville
33.7508, -84.43257, Mozley_Park
33.75791, -84.43021, Hunter_Hills
33.75772, -84.44024, West_Lake
33.77229, -84.42913, Bankhead_Transit_Station
33.77686, -84.43978, Grove_Park
33.77614, -84.44809, Grove_Park_West
33.76544, -84.44749, Dixie_Hills_North
33.78446, -84.45472, Rockdale_West
33.7885, -84.48087, Carey_Park
33.76163, -84.47935, Westhaven
33.76012, -84.40555, Vine_City
33.7542, -84.41465, Clark_Atlanta_University-2
33.7487, -84.37566, Oakland_Cemetery
33.75496, -84.35729, Inman_Park-2
33.76366, -84.35627, Little_Five_Points
33.76435, -84.34964, Little_Five_Points, Central
33.76317, -84.3758, Old_Fourth_Ward-2
33.7648, -84.36734, Old_Fourth_Ward-3
33.7663, -84.36211, Old_Fourth_Ward-4
33.76923, -84.36434, Historic_Fourth_Ward_Park
33.76704, -84.36472, Historic_Fourth_Ward_Park-2
33.771, -84.36601, Historic_Fourth_Ward_Park-3
33.76487, -84.36391, Historic_Fourth_Ward_Park-4
33.76882, -84.37207, Central_Park
33.77313, -84.37731, Old_Fourth_Ward-5
33.77336, -84.37088, Old_Fourth_Ward-6
33.76228, -84.36067, Inman_Park-3
33.75542, -84.39102, Downtown-4
33.75503, -84.38524, Downtown-5
33.75638, -84.34786, Edgewood_West
33.75552, -84.34031, Edgewood
33.76218, -84.32907, Lake_Claire
33.78786, -84.32718, Emory_Village
33.77356, -84.31652, Lenox_Place
33.77423, -84.34854, Atkins_Park
33.76938, -84.34026, Candler_Park
33.78207, -84.36879, Piedmont_Park
33.80297, -84.34323, Woodland_Hills_South
33.79086, -84.34177, Virginia_Highlands_East
33.74503, -84.33584, East_Atlanta_Village
33.7476, -84.30151, East_Lake
33.74725, -84.27537, Belvedere_Park
33.75859, -84.30576, Oakhurst
33.76915, -84.2934, Decatur
33.77051, -84.30567, Lenox_Place
33.78993, -84.30526, North_Decatur
33.80017, -84.29453, Medlock_Park
33.80735, -84.32641, Victoria_Estates
33.81291, -84.34074, Woodland_Hills_North
33.81594, -84.31259, North_Druid_Hills
33.79925, -84.32717, CDC_HQ
33.79707, -84.32232, Emory_University
33.79197, -84.32061, Emory_Hospital_Tower
33.79237, -84.32697, Emory_Theology
33.7884, -84.31655, Emory_Highlands
33.83736, -84.36454, Peachtree_Park
33.83685, -84.33333, Pine_Hills_East
33.82919, -84.39232, Wyngate
33.8114, -84.43019, Underwood_Hills
33.80578, -84.41009, Channing_Valley
33.7913, -84.39842, Atlantic_Station
33.7679, -84.4098, English_Avenue
33.71585, -84.36588, Custer
33.71226, -84.39346, Joyland
33.68127, -84.41573, River_Park
33.69172, -84.38466, Swallow_Circle-Baywood
33.70388, -84.31612, Gresham_Park
33.65374, -84.45035, College_Park
33.61788, -84.46353, ATL_Airport_South
33.64168, -84.51178, Princeton_Lakes_South
33.59578, -84.40889, Hindu_Temple
33.57236, -84.41504, Riverdale
33.57216, -84.45505, Ashdale_Estates
33.59525, -84.33091, Clayton_State
