Bird, MEX, 9e1d484b-82f8-4381-a62c-2a2863a4a212, 16, 835, No update data, 9g3qx2eupmp0
Bird, MEX, e6aabadd-69f5-4c56-8786-3a22857f36e9, 45, 5678, No update data, 9g3qxf45nhc8
Bird, MEX, fcbde8f4-bf32-49e0-ae3a-5689ee5f203a, 55, 6952, No update data, 9g3qrrms4cgk
Bird, MEX, 7548e5be-43ee-4563-a1c4-f3a2e07c363e, 49, 6004, No update data, 9g3qrqz4bjjw
Bird, MEX, ffbcf63e-d8e2-48c0-aa5a-33a122ff70c9, 91, 12640, No update data, 9g3qrqygpjs5
Bird, MEX, 603a5bbc-b7ec-4195-8997-81f71a5bc1d2, 92, 13527, No update data, 9g3qrrms082f
Bird, MEX, 07f32d5a-8b03-4218-9b60-e5ebb5fee414, 98, 10266, No update data, 9g3qrrm7zcf3
Bird, MEX, 0c52423a-a46f-4da3-9bf2-f222aa066682, 92, 13527, No update data, 9g3qrrm7res0
Bird, MEX, 6bd0ce41-e21e-4cd7-a603-342c5917b70a, 84, 11534, No update data, 9g3qrqyqugxv
Bird, MEX, 6d4243b9-6b6d-4aa1-ab42-38682ace26e6, 98, 14529, No update data, 9g3qrrm87qee
Bird, MEX, a6067a35-8554-46d4-a68a-6a0213f5b761, 92, 13527, No update data, 9g3qrrm8e02r
Bird, MEX, f46dddef-ab24-4d6b-b30c-eff963d99651, 30, 3173, No update data, 9g3qrrm87hy8
Bird, MEX, 6055f1f7-f7aa-4bb9-92bc-1f11e02b66a2, 91, 13360, No update data, 9g3qrrm85k59
Bird, MEX, 8254de51-955e-4148-b514-e58008c20e77, 91, 13360, No update data, 9g3qrrm856g9
Bird, MEX, e8bac127-ff64-45cc-85f7-f9fd24d8709f, 88, 12859, No update data, 9g3qrrm85h03
Bird, MEX, 6e166efb-a5bb-429b-aed2-3d2d074730ef, 88, 12859, No update data, 9g3qrrm84xv1
Bird, MEX, 0207c365-8b6c-461d-841d-f511da72189a, 88, 12166, No update data, 9g3qrw2rhfc9
Bird, MEX, 52a290a1-5c11-4e43-a503-c41eb43248bc, 92, 12798, No update data, 9g3qrw2rhc99
Bird, MEX, 90d5662f-277f-4280-ab67-bc8833417999, 92, 12798, No update data, 9g3qrw2qvjuf
Bird, MEX, a9f72fc4-4e3d-474a-90b0-c80c4af55a9a, 96, 13430, No update data, 9g3qrw2quv98
Bird, MEX, af29da6c-8239-4831-b6da-7bacf0bd466c, 84, 12191, No update data, 9g3qrqykhhej
Bird, MEX, be5260d2-e509-402a-a7bd-416f4f14822c, 84, 12191, No update data, 9g3qrqy7v0ue
Bird, MEX, fa0b0555-1743-4e03-b11e-f6befa5979b5, 70, 9322, No update data, 9g3qxf554jh4
Bird, MEX, 2640f7a6-9612-4480-a030-fa6b9bc9ca0c, 36, 4175, No update data, 9g3qrqyn5hn9
Bird, MEX, 753e96db-aced-4ad2-928d-aeaf64be46da, 81, 11060, No update data, 9g3qrqy69cnf
Bird, MEX, d4f57ef5-24a5-403f-a9a5-a4c70404b2b2, 98, 13746, No update data, 9g3qrrjp5tct
Bird, MEX, 0b98cad9-d526-43aa-8163-cf5119176ae0, 80, 10902, No update data, 9g3qrrkfjpht
Bird, MEX, b92936b6-e47d-4aea-96e3-16291fd46395, 19, 1264, No update data, 9g3qxf5edwmx
Bird, MEX, 4e9ee051-857f-4336-9fec-e8b21c912d77, 75, 10688, No update data, 9g3qrrhzyzty
Bird, MEX, 89e8d847-be2e-4e20-ae77-d2fd12f9adc0, 71, 10020, No update data, 9g3qrrkbn86d
Bird, MEX, 8c9cf1fc-4275-4ac8-a7a0-a6cd5151f02a, 52, 6478, No update data, 9g3qrrkbnp3r
Bird, MEX, c423a90a-ea74-4d3c-b68c-33d01ac7d8f1, 94, 13114, No update data, 9g3qrrkbn3s6
Bird, MEX, 0febe00b-868b-495d-9d4b-a79cab0d8887, 91, 12640, No update data, 9g3qrrj0s6yq
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 44, 5214, No update data, 9g3qrqw1qe6x
Bird, MEX, dda82aa5-1281-4bfa-9cf5-1a74ee553810, 82, 11218, No update data, 9g3qrqrkgu84
Bird, MEX, d7caaaa5-e933-4847-91d0-1f8689c0c779, 31, 3340, No update data, 9g3qrqqgv4ks
Bird, MEX, c60a84eb-b39d-4a18-b4e2-89776ef7f8b5, 71, 9480, No update data, 9g3qrqr48k5v
Bird, MEX, 069dfbee-9396-493c-b413-9776708a76dd, 69, 9164, No update data, 9g3qrrk82d8f
Bird, MEX, 64ca523d-376f-40ea-b53f-c0614e90a379, 65, 9018, No update data, 9g3qrrhrejqw
Bird, MEX, 359ac294-8614-4826-994c-d03323262cbe, 93, 12956, No update data, 9g3qrqmq3161
Bird, MEX, 64e8ee94-0f2f-49a9-932e-a5799a5dce91, 84, 11534, No update data, 9g3qrqmmfem4
Bird, MEX, 90324201-47d4-4541-9e93-7573205382f6, 97, 14362, No update data, 9g3qrqupjphs
Bird, MEX, 0d7531dc-8929-4d07-b3d4-bb47445a8002, 91, 13360, No update data, 9g3qrqupkq85
Bird, MEX, d400e6bd-9145-47ad-8d29-8c187e4580c4, 92, 13527, No update data, 9g3qrqupk620
Bird, MEX, 7e7fca5d-534d-44f6-926b-60294a52499b, 99, 14696, No update data, 9g3qrqup6v53
Bird, MEX, 588b0e7d-1791-4b92-b120-c9aaccc66877, 97, 14362, No update data, 9g3qrqup682h
Bird, MEX, b5b46818-d37a-49d4-97cb-d19f58937f49, 100, 14062, No update data, 9g3qrqup327g
Bird, MEX, a5c4df62-008c-4449-83af-d2077194dafc, 76, 10270, No update data, 9g3qrrhn9786
Bird, MEX, 01bdcb97-090a-4c06-b738-ee1005dc9aea, 40, 4582, No update data, 9g3qrr5uxek0
Bird, MEX, b46cf836-19c1-41b2-9f93-c46efda32947, 91, 13360, No update data, 9g3qrrhp1jfj
Bird, MEX, c249d50c-47e3-451a-9a88-4c30bdcc4095, 79, 10744, No update data, 9g3qrrhnb9bc
Bird, MEX, 3f462cb8-8dc7-48f3-a618-bfe059a88277, 93, 13694, No update data, 9g3qrrhp0tqc
Bird, MEX, 8266cde8-cb9c-405e-baa4-3c2534c8adb3, 93, 13694, No update data, 9g3qrrhp2v5f
Bird, MEX, a6c952c3-298d-42d1-813d-7b1d47f78922, 87, 12692, No update data, 9g3qrrhp26gu
Bird, MEX, 7dd98ff5-1cdd-4e0d-ab6b-c7d63250b65c, 45, 5678, No update data, 9g3qrw0tpq90
Bird, MEX, 7e0e47c7-e373-4f58-930f-945f8d16514a, 83, 12024, No update data, 9g3qrr5zq0rk
Bird, MEX, 734089fc-2115-4040-814d-139b74b49f89, 96, 14195, No update data, 9g3qrr5zq134
Bird, MEX, 08f2c05c-f341-45ef-8e99-14ac1860207d, 87, 12692, No update data, 9g3qrr5zjsq5
Bird, MEX, 348342cf-f7b7-4a9b-8ca4-522deec82a60, 100, 14863, No update data, 9g3qrr5zjrfc
Bird, MEX, f17ef3f7-254e-4b6d-94bb-4f6e301e2250, 100, 14863, No update data, 9g3qrr5zm6df
Bird, MEX, a48ffbde-6e8c-4b27-9ea0-4b19a6124729, 96, 14195, No update data, 9g3qrr5zjpkx
Bird, MEX, 21e2366b-4780-4811-abb2-65ca93ab240a, 91, 12640, No update data, 9g3qrqs39zwg
Bird, MEX, d13f3418-07d4-4246-9446-80dba82d8338, 70, 9322, No update data, 9g3qrqpdv7xu
Bird, MEX, c085d3dc-b1ce-45df-9649-203bdfea7fa9, 48, 6179, No update data, 9g3qrw0g277z
Bird, MEX, 248f53fe-fa68-454d-a339-8bfba5df96c8, 39, 4424, No update data, 9g3qrqevwspw
Bird, MEX, 5524e8e4-c10c-4644-ae6e-bf0efb28babb, 81, 11060, No update data, 9g3qrqevu6n7
Bird, MEX, 9f35fb1f-3744-4492-81ff-6042f4c26f31, 33, 3674, No update data, 9g3qrqkcqztb
Bird, MEX, 265c5619-b12b-4286-a93b-f59c3e55e313, 82, 11218, No update data, 9g3qrqk8x7z5
Bird, MEX, e77b8a53-2c31-4916-ae03-53c361027af7, 80, 10902, No update data, 9g3qrqepzz6k
Bird, MEX, d9c95ab1-cc64-4319-8f6c-d1a2cc142872, 49, 6004, No update data, 9g3qrqfgug13
Bird, MEX, da8f1f4b-bcce-449b-8265-12f927694945, 83, 12024, No update data, 9g3qrmzkjfg0
Bird, MEX, 9ee78387-2edb-422d-8543-4f28f1d82e92, 47, 5688, No update data, 9g3qrqhpn8zt
Bird, MEX, 4e0b63be-67d3-4471-b58a-6725d505e08b, 76, 10855, No update data, 9g3qrqfsnhxm
Bird, MEX, 1477dec3-7af2-412b-867f-753e0ec1366f, 62, 8058, No update data, 9g3qrq7q8hjt
Bird, MEX, 6c837fbe-f7e5-49fe-8beb-6a262e5acd29, 82, 11857, No update data, 9g3qrqfeerse
Bird, MEX, 99c16948-f949-4e8c-848b-2bd1e43414bf, 30, 3173, No update data, 9g3qrqh9pk9h
Bird, MEX, 1e0e5ae4-f317-4d4f-b52a-c50a0ae11bb1, 58, 7426, No update data, 9g3qrqh87gkz
Bird, MEX, f07e50d5-fc06-46d0-8932-4f716afc8084, 81, 11060, No update data, 9g3qrqddv3pv
Bird, MEX, 450c9ec8-dd3b-415b-ac2b-305b1dd56a61, 96, 13430, No update data, 9g3qrqdehb33
Bird, MEX, 39de7f22-e790-4b52-badd-75fb9acb6ca5, 92, 13527, No update data, 9g3qrqddgt98
Bird, MEX, c71885da-65ec-4c3f-9734-c75b4ef533d7, 89, 13026, No update data, 9g3qrqddgmhw
Bird, MEX, 8f158cc2-78c7-4200-ab51-3c802a539492, 89, 13026, No update data, 9g3qrqddgjw2
Bird, MEX, 3fa1fb63-959e-4381-aa9d-e81813017b6f, 85, 12358, No update data, 9g3qrq72kh55
Bird, MEX, aed77777-7add-4d3a-b07e-469bdab321af, 98, 14529, No update data, 9g3qrq72eh2r
Bird, MEX, aa385822-89b3-4589-9d00-8c6919cf8627, 98, 14529, No update data, 9g3qrq727e1t
Bird, MEX, 8642b7f6-3550-4289-853d-c1d1eb08cd82, 91, 13360, No update data, 9g3qrqddfe8h
Bird, MEX, 76eccaf7-2ea6-4d12-b27b-3e2c4440d474, 64, 8374, No update data, 9g3qrq7h0nt8
Bird, MEX, 8c454d3d-67c8-4640-89ed-c4c1e2075eeb, 100, 14863, No update data, 9g3qrq727123
Bird, MEX, 2bad6b2a-523a-4db3-8aec-778e35eb918c, 99, 14696, No update data, 9g3qrq72671v
Bird, MEX, c31da87c-437e-4f36-b3d7-074b79d772b0, 64, 8374, No update data, 9g3qrmuw33bm
Bird, MEX, 39e18947-f009-44cf-8173-6eaef983292f, 75, 10112, No update data, 9g3qrq6gk6np
Bird, MEX, 3dfef723-d9fd-4a2c-a8f6-44266b160a6d, 97, 13588, No update data, 9g3qrq6ghj70
Bird, MEX, febf66d9-cfd1-4b6c-af3b-430ecfdb4807, 35, 4008, No update data, 9g3qrq6gh554
Bird, MEX, fcb17360-5cb8-4139-9cc3-119ae3b04ba2, 80, 11523, No update data, 9g3qrmutbz5c
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 97, 13588, No update data, 9g3qrq6gh071
Bird, MEX, b05ec39c-33b5-4bad-868a-ebb5b65642f5, 97, 13588, No update data, 9g3qrq6g5epf
Bird, MEX, fa2dc693-1248-4bcc-a77c-11e29b10c73a, 98, 13746, No update data, 9g3qrq6g5s18
Bird, MEX, 0a08d393-5992-4304-8c62-9e03d0baf9b2, 97, 13588, No update data, 9g3qrq6rxrzj
Bird, MEX, 7ca1b0a9-a396-43f9-ad1f-7f688130bedb, 49, 6004, No update data, 9g3qrq5phheh
Bird, MEX, 45af8c65-0a67-4efb-9d45-81ecff8e639e, 97, 13588, No update data, 9g3qrqd5z6p4
Bird, MEX, 72dc714f-3855-4e69-b841-29ac5733ac36, 40, 4582, No update data, 9g3qrmv4p0s4
Bird, MEX, 1c33f699-3cc8-4ae6-87c9-eeadb0b75aea, 49, 6004, No update data, 9g3qrq6f2ygu
Bird, MEX, 189ed189-fc8f-46c4-808f-9709c443d3dd, 81, 11690, No update data, 9g3qrq6f8n09
Bird, MEX, da47add6-a02e-4d8c-baab-a2b605036fb0, 92, 12798, No update data, 9g3qrq6dtyk5
Bird, MEX, 05104e7d-b6f2-4eb7-8573-eab5740cdb77, 83, 11376, No update data, 9g3qrq5n4db0
Bird, MEX, 6a262739-cc30-41eb-84f5-f2b68379fde2, 79, 10744, No update data, 9g3qrq6rc95t
Bird, MEX, 57cc29c6-4263-4715-b507-fba65b0bec58, 62, 8058, No update data, 9g3qrq6dj64v
Bird, MEX, e622fd1a-d9cb-4d37-86ca-9c406454428c, 98, 13746, No update data, 9g3qrq4z5ukf
Bird, MEX, 54b1a86c-c575-47f6-bb33-0dd4c0dd78bd, 53, 6636, No update data, 9g3qrtg0tze4
Bird, MEX, aeb98c9f-3c95-45c1-a08c-14eb0b18719c, 85, 11692, No update data, 9g3qrt89f7x5
Bird, MEX, fe73250f-5251-42ad-8df6-2c77448024ed, 89, 12324, No update data, 9g3qrt89fem3
Bird, MEX, f98b0f6e-111f-4b75-8924-0dbb8c4667e8, 46, 5530, No update data, 9g3qrtg0w4xe
Bird, MEX, 6de06571-6ed1-4715-ad47-a526a3b795e1, 73, 9796, No update data, 9g3qrq923y87
Bird, MEX, c5c55843-5efd-41a5-bb9e-86946664f52f, 92, 13527, No update data, 9g3qrmfx1ted
Bird, MEX, e10d9080-0e25-49ae-8439-369b195ea084, 62, 8058, No update data, 9g3qrq94k4g5
Bird, MEX, dd263f9b-e826-40e8-95ce-ec046bfda15e, 97, 14362, No update data, 9g3qrmfx1q2r
Bird, MEX, 7243bfa2-a54e-425e-8a2a-c12e260e9910, 98, 13746, No update data, 9g3qrq947fhz
Bird, MEX, c93d0e35-6777-47f8-98e3-26a7a42c30d8, 90, 13193, No update data, 9g3qrmfx1d5s
Bird, MEX, ff5f5bc0-2912-4bbf-9630-8811c0a4dcb4, 67, 9352, No update data, 9g3qrmfwkhen
Bird, MEX, 2ef3576a-9b47-4f8f-993b-fb66aa833701, 98, 13746, No update data, 9g3qrq94h555
Bird, MEX, e77b9d41-bb89-42f7-bfc7-278b3d486cc8, 98, 13746, No update data, 9g3qrq945zhu
Bird, MEX, ce1f1ce0-811e-41ab-a401-d4e2dc8fb94a, 81, 11690, No update data, 9g3qrmfx160k
Bird, MEX, f5bb2c98-ad19-4529-836c-e787ae9db10b, 93, 13694, No update data, 9g3qrmfwcr27
Bird, MEX, 94211a9f-a920-4856-aa48-abdd2934e899, 57, 7682, No update data, 9g3qx6p3748m
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 52, 6478, No update data, 9g3qx6n6zskk
Bird, MEX, a78d033e-c1d4-4d19-a19b-fb48438cd779, 70, 9853, No update data, 9g3qx3gujqrc
Bird, MEX, dafcaa29-caa8-41d0-813d-1e39084f436f, 84, 11534, No update data, 9g3qx3gjvvs5
Bird, MEX, 630ac7df-16aa-4d1c-beae-96d3e64ee3ca, 34, 3841, No update data, 9g3qx11ksqmy
Bird, MEX, 418de995-eb8c-43f0-a08b-7001a891c8f4, 98, 13746, No update data, 9g3qx115mvez
Bird, MEX, 42e348bc-f8b8-4c05-8090-822aa46ac00c, 51, 6320, No update data, 9g3qx137fekv
Bird, MEX, 2e974256-7cf3-4c32-bfef-c99be42ec842, 82, 11857, No update data, 9g3qx13k5d32
Bird, MEX, 0e602960-3823-46a0-8b1c-650471259a42, 29, 2844, No update data, 9g3qx19jrk0w
Bird, MEX, bda6de5c-c58a-4b74-aeb7-2b05d4abb4d0, 54, 7181, No update data, 9g3qx18yw3v3
Bird, MEX, a0623709-83d3-4f5f-abeb-067eee5c0082, 73, 10354, No update data, 9g3qwcxf8e3e
Bird, MEX, ae849af2-c5ce-4d2d-b061-fa6264cbf88d, 54, 7181, No update data, 9g3qwcx5y8dh
Bird, MEX, 45f9dd42-7b1f-46df-bf84-146799c2d977, 69, 9164, No update data, 9g3qwcxp5110
Bird, MEX, b4ee5c76-ebf2-41ee-909c-6f1143e370b7, 57, 7682, No update data, 9g3qx4137595
Bird, MEX, 78ff2669-7892-4dd0-9423-2a36aef20143, 55, 7348, No update data, 9g3qwcq5gpy0
Bird, MEX, 88bda98f-b04b-4aa9-b783-41893ff25da9, 61, 8350, No update data, 9g3qwcqhd3z9
Bird, MEX, 995a37a6-d2ec-41e9-a49a-185e48e65e96, 19, 1336, No update data, 9g3qwcqhf717
Bird, MEX, 1b8a309e-63ea-46ed-afc2-c482bb255bdc, 82, 11857, No update data, 9g3qwcmumkd2
Bird, MEX, 27e90f7b-5ddf-4e75-a60f-6a71aede8f52, 71, 9480, No update data, 9g3qwcjqjz5z
Bird, MEX, 0b274aa2-50b8-4505-821e-bb88825e13e3, 80, 10902, No update data, 9g3qwcwrky9n
Bird, MEX, 21fb527a-a948-41c3-9f51-8df293345159, 97, 14362, No update data, 9g3qwcmh3rq1
Bird, MEX, 66cdc4ad-9cb9-4d41-92d0-008deed648d2, 98, 14529, No update data, 9g3qwcmh9z16
Bird, MEX, 1c05d050-24b8-4db8-ae5c-12d4629e481d, 45, 5372, No update data, 9g3qx1z7e5wm
Bird, MEX, c3a1aade-a488-410e-8476-17d84253df44, 100, 14062, No update data, 9g3qwch6202n
Bird, MEX, 8d2d6c8b-d6e4-4b6b-b269-cf041d7c4f9d, 96, 13430, No update data, 9g3qwch4p3qd
Bird, MEX, c8f6a789-d555-486d-845a-1638f28dd216, 36, 4175, No update data, 9g3qwck0twjs
Bird, MEX, a27c268c-c081-48c0-a44a-11f2b35a6e34, 45, 5678, No update data, 9g3qwbs0wx41
Bird, MEX, cfdab4c6-50c2-4e0c-9bde-bbcd3277033e, 60, 8183, No update data, 9g3qwcs7b184
Bird, MEX, 8a6939c0-2c55-4f76-9c4e-45ad21b28cc0, 73, 9796, No update data, 9g3qwfqep6cv
Bird, MEX, c93a1da1-691d-40bd-8ee0-133d5d1f6cf6, 96, 14195, No update data, 9g3qwcspv8vw
Bird, MEX, 316dd82a-8b61-4f98-817e-260c1f31b880, 92, 13527, No update data, 9g3qwcu0hdef
Bird, MEX, 85a40bf4-b373-4599-935f-a1babc7d8d7e, 100, 14863, No update data, 9g3qwc7kpzt5
Bird, MEX, 78209f58-6a8f-4a26-a3b0-d66ab1420a36, 93, 13694, No update data, 9g3qwcu0kud0
Bird, MEX, dfa95489-d2c7-4dfc-b38e-bf6560efa249, 92, 13527, No update data, 9g3qwcspghwj
Bird, MEX, 94a30b47-6513-4d8d-a167-3d7a92be0812, 54, 6794, No update data, 9g3qwcspgjyj
Bird, MEX, f9d2ee06-7c71-418e-8560-08ae291e0f89, 92, 13527, No update data, 9g3qwcu0krmf
Bird, MEX, dbd9bfe2-324c-4c64-a50a-ac74fd5f7ae8, 94, 13861, No update data, 9g3qwcspfc6b
Bird, MEX, 85ca13bf-69bd-4cf7-baa9-23683079946f, 97, 14362, No update data, 9g3qwcu0krtu
Bird, MEX, c2a114eb-d94d-4e2c-99ef-c1d97bca1b41, 96, 14195, No update data, 9g3qwcspfffc
Bird, MEX, 2a5bd37b-1e1d-462d-8c7c-dba54b528c9e, 80, 11523, No update data, 9g3qwcspfqc7
Bird, MEX, 0755031e-8b3c-4234-9988-fd2bb995f6c0, 31, 3340, No update data, 9g3qwbg04m13
Bird, MEX, b4964f59-f37a-4262-8c24-eb59188335e0, 75, 10112, No update data, 9g3qwc71yrjh
Bird, MEX, e9972a4e-f621-48da-9c79-7775edd7263b, 63, 8684, No update data, 9g3qwc7mcx5h
Bird, MEX, 36237539-7b1c-4fc4-9c5c-398fd6c66199, 46, 5845, No update data, 9g3qwc4e913x
Bird, MEX, 791cd325-71ef-4270-b6a6-4c4aa1031d25, 66, 8690, No update data, 9g3qwc4qx576
Bird, MEX, 715d07cc-dd0c-4c9f-8e08-832f6f12da06, 74, 10521, No update data, 9g3qwc477fvw
Bird, MEX, d96de3dc-ca50-43d1-b5fd-f9e4fcd6f397, 40, 4582, No update data, 9g3qwbfm62ps
Bird, MEX, 39419235-3b55-45a4-926e-b1f0afd728ee, 60, 8183, No update data, 9g3qwb6s0vkd
Bird, MEX, 5af16d01-7548-471a-9f1e-1e23d5269276, 46, 5845, No update data, 9g3qwb4xsw7v
Bird, MEX, c1434cb1-8551-499e-ab1e-99204f6805ac, 37, 4342, No update data, 9g3qwcfbszxn
Bird, MEX, 788616d6-9208-418d-8388-f1084bc84ee7, 84, 12191, No update data, 9g3qwcfcj82s
Bird, MEX, db8c529e-963f-44ed-8db0-67cad8e45071, 93, 13694, No update data, 9g3qwcfcm4m7
Bird, MEX, dde13183-3663-4df6-be0d-4a2b9dd3e6c1, 80, 10902, No update data, 9g3qwf53rfcz
Bird, MEX, 4fb452cf-95e7-40c1-a3eb-d0d2076ef381, 87, 12692, No update data, 9g3qwcfc4b4g
Bird, MEX, bcd776c2-5216-4152-9cc8-6ad858a8a132, 91, 13360, No update data, 9g3qwcfcecmx
Bird, MEX, 8d8428e9-90d6-42cd-b265-826edfd1a094, 92, 13527, No update data, 9g3qwcfc49mf
Bird, MEX, 4b3bbe0b-bb51-44d1-9ad7-557e2634e218, 74, 10521, No update data, 9g3qwcfb0yk9
Bird, MEX, 270c39fb-f9e7-4950-bdce-db9a6067f1c9, 93, 13694, No update data, 9g3qwcfc4etb
Bird, MEX, adf98b91-2483-4c81-ae3a-5bb626ab5bdf, 94, 13861, No update data, 9g3qwcfbcv95
Bird, MEX, 21258e77-9148-42b2-973e-9eed2b88853d, 94, 13861, No update data, 9g3qwcfc1cwh
Bird, MEX, 816a7ae2-712c-4a12-a98f-631393ffc650, 78, 10586, No update data, 9g3qwbccqw65
Bird, MEX, 9742e158-2cf8-486a-8711-ab79bacb7bb0, 66, 9185, No update data, 9g3qwbcckzd5
Bird, MEX, ddd36095-c005-4f88-bc2a-64fa6d5a8bc7, 83, 11376, No update data, 9g3qx4bterh7
Bird, MEX, 4a21459e-4651-4cb8-abac-ca0444649bb6, 43, 5056, No update data, 9g3qwbcck16s
Bird, MEX, fa0264ac-3221-4ece-8f5f-7d3a90abdaf0, 76, 10855, No update data, 9g3qwcf9mqdq
Bird, MEX, 01b11fbc-94c8-48dc-b4aa-574154510abc, 76, 10855, No update data, 9g3qwcf9hzf5
Bird, MEX, 8c61a3be-3182-4870-a8d8-b9e57cbfd825, 52, 6847, No update data, 9g3qwc1c55bc
Bird, MEX, 5614f5c2-02fc-4413-96c3-98573e42475e, 93, 13694, No update data, 9g3qwc1v7hvf
Bird, MEX, 3a767eb9-bced-456f-ad96-829432d97e63, 49, 6346, No update data, 9g3qwbcdybw7
Bird, MEX, 0db7f291-2ffe-4fb7-9804-77ddea61835b, 48, 6179, No update data, 9g3qwc18cjrb
Bird, MEX, 68546939-c4a5-4d72-8fbf-b530a41080d0, 49, 6346, No update data, 9g3qwc18b181
Bird, MEX, 40a2a766-b004-473f-882c-8f11369f90f4, 22, 1837, No update data, 9g3qwc12zvcu
Bird, MEX, 9f3233d0-c11b-453e-82ed-8120ae7b022a, 83, 11376, No update data, 9g3qrnepcgyq
Bird, MEX, a552a55d-3401-4f29-9cd5-8441aa648583, 100, 14863, No update data, 9g3qwc3smu5w
Bird, MEX, 979bed1c-d720-4cdf-9fe4-8893f1ac2492, 98, 14529, No update data, 9g3qwc3smdtk
Bird, MEX, 67157ac8-da82-4e6d-ac5e-c3c512d214b6, 94, 13861, No update data, 9g3qwbcjjg7x
Bird, MEX, 25fbe969-bf09-4f66-8ccf-1a6427c3d222, 34, 3841, No update data, 9g3qwbcjj9vm
Bird, MEX, 46daf5a8-0a70-4a6f-ae79-23b44704bc00, 91, 13360, No update data, 9g3qwcc3z39d
Bird, MEX, 63a0667b-d991-4556-a860-1c59fde65c46, 93, 13694, No update data, 9g3qwcc6r05m
Bird, MEX, ba43ac1d-65cd-439d-96c6-13f7cfce677b, 90, 13193, No update data, 9g3qwcc6r1er
Bird, MEX, b7576de8-8d6e-4d24-89d4-43ccc20e86b6, 91, 9440, No update data, 9g3qwcc8td2m
Bird, MEX, 6e922340-e4c8-44e2-bbfb-8e8759cf68f7, 92, 13527, No update data, 9g3qw9zg68mx
Bird, MEX, 85cdf6c4-6604-4f5d-a4bc-44a33b3180e4, 94, 13861, No update data, 9g3qw9zg6ufd
Bird, MEX, 091c405f-6820-4137-9342-f00e6c13d4e2, 92, 13527, No update data, 9g3qw9zg6svd
Bird, MEX, 8a763c77-a051-49a6-b521-aab12d1356fc, 90, 13193, No update data, 9g3qw9zg6hhq
Bird, MEX, bb408fae-c3fe-41ec-ae09-83b17621e49b, 28, 2839, No update data, 9g3qwccbkq0d
Bird, MEX, d123d9c6-17ad-4108-9a4d-ef6833b88f9a, 47, 5688, No update data, 9g3qwf10euvt
Bird, MEX, 18ee2307-3ada-46e5-b87c-0f69cde30c8f, 91, 13360, No update data, 9g3qwc2s81qp
Bird, MEX, f2ade11e-70b9-4278-8d8f-9bf0992b037a, 90, 13193, No update data, 9g3qwc2s2xcm
Bird, MEX, a5e6c2af-1af4-47a4-a0d5-e0fdbf47616d, 90, 13193, No update data, 9g3qwc2s2qej
Bird, MEX, c3982bd0-02c6-46a1-807a-5a0bf1467d7d, 92, 13527, No update data, 9g3qwc2s2qej
Bird, MEX, b790572f-cf60-42b9-8b5f-deecd49267e4, 88, 12859, No update data, 9g3qw9z22pyn
Bird, MEX, def394a3-a092-443a-b6ba-c5621fa758de, 90, 13193, No update data, 9g3qw9z0x9uc
Bird, MEX, 79d291b2-69b0-43ec-9896-0d8abf12e3d6, 90, 13193, No update data, 9g3qw9z0rryw
Bird, MEX, 05eaa425-65c3-4368-8923-daa7b662762a, 80, 11523, No update data, 9g3qw9z0rr3d
Bird, MEX, bac1a508-eaf3-4c61-8db6-a8dcbacc8351, 94, 13861, No update data, 9g3qwc3hjxv7
Bird, MEX, 655f686f-40c8-4131-80e9-fd464672b033, 97, 13588, No update data, 9g3qw9x6bbuw
Bird, MEX, f79031ea-11b9-407c-b4a5-802d8b56c3bb, 62, 8517, No update data, 9g3qw9x68hw4
Bird, MEX, 45635f57-39aa-423e-9060-55f5eaa34f8f, 37, 4342, No update data, 9g3qw9x5s9gc
Bird, MEX, d9428a0f-27e4-460d-9fd6-e14be4c5ade5, 54, 7181, No update data, 9g3qw9x5sn4k
Bird, MEX, baf7e912-841b-40cd-a505-13a330771c51, 70, 9853, No update data, 9g3qwc2f78rr
Bird, MEX, 73951058-fef0-4f01-be00-7432436c13d7, 52, 6478, No update data, 9g3qw9rnex46
Bird, MEX, a3c55932-9e58-4251-8f6d-719da52ff25d, 85, 12358, No update data, 9g3qw9r9xv1y
Bird, MEX, ce1171e6-0c22-417c-a55d-eaafc4b10a04, 89, 13026, No update data, 9g3qw9yew9cc
Bird, MEX, 6acd3af6-d208-49df-80fd-12353f5cc00d, 25, 2338, No update data, 9g3qw9qvw0nz
Bird, MEX, 4e1c2ce5-8634-4baf-b1cd-6343c27ac90a, 91, 13360, No update data, 9g3qw9y7ju5s
Bird, MEX, cc84af39-1037-48ba-921a-7bb6e045186d, 98, 14529, No update data, 9g3qw9qwpj77
Bird, MEX, 6e7a094b-ea05-46e1-b603-32b9886a342a, 60, 7742, No update data, 9g3qw9qwnvyr
Bird, MEX, 135207e3-cdc1-45c2-9620-05bb845955cd, 89, 13026, No update data, 9g3qw9y7jjj4
Bird, MEX, 075c9e32-79ec-4a2b-a540-6a8557b794af, 61, 7900, No update data, 9g3qw9pxpmwt
Bird, MEX, 69a55863-30b4-4862-802d-1a0b195bfa0d, 88, 12859, No update data, 9g3qw9y7k2nv
Bird, MEX, e8fe18aa-a80a-418e-9230-87e0f279bbe2, 47, 6012, No update data, 9g3qw9pwzgrv
