Bird, MEX, f25a9cfb-cb0b-4e67-8f02-ae26d3f35579, 99, 14696, No update data, 9g3qx2shq86w
Bird, MEX, 594143cd-887f-4217-b06a-8d6b8ecc1405, 98, 14529, No update data, 9g3qx93cnnr9
Bird, MEX, 2edc80d7-c707-4383-87e3-91d4d39197c2, 99, 14696, No update data, 9g3qx93cj350
Bird, MEX, 997e7973-5a29-4db6-ac84-68aa930a99f9, 81, 11690, No update data, 9g3qx914s5ek
Bird, MEX, 3e030acc-8f3d-4168-aafd-9bdce64a85d8, 91, 13360, No update data, 9g3qx93cjxw1
Bird, MEX, 7b3c65c1-5349-4c66-830e-ccc9c357934d, 96, 14195, No update data, 9g3qx93cqtdz
Bird, MEX, 778f752c-65ea-4b0c-bf86-3f68b3b9a638, 91, 13360, No update data, 9g3qx93cjxb5
Bird, MEX, aeb98c9f-3c95-45c1-a08c-14eb0b18719c, 72, 9638, No update data, 9g3qrx4c78qu
Bird, MEX, 37ef4ea6-b2f3-44aa-bae2-54d23c03a4aa, 100, 14863, No update data, 9g3qrx508f38
Bird, MEX, c3c14471-824a-455a-a662-b88719af3bd0, 80, 10902, No update data, 9g3qx90cr46f
Bird, MEX, 0ba1cf18-359b-434a-a0a6-90e6d4848d93, 92, 12798, No update data, 9g3qrx8rcmv7
Bird, MEX, c6223c71-f925-4904-920a-d205cdff2a6d, 89, 13026, No update data, 9g3qrxb20wz5
Bird, MEX, 2cc2d6cc-d746-4604-bb60-522fbcc770e9, 99, 13904, No update data, 9g3qrxb0ru6w
Bird, MEX, 310ad17e-0864-41bb-bd64-10f8ba2f9529, 60, 8183, No update data, 9g3qx90cy94z
Bird, MEX, 3ae2b625-cd6c-48f4-a479-30ccd5404085, 99, 13904, No update data, 9g3qrxb0y096
Bird, MEX, 45eecc90-326d-4000-b14a-f995400c5d2b, 33, 3674, No update data, 9g3qrxb0qmhd
Bird, MEX, 1564aa3a-d67b-4308-8c6d-0f1ca60dab88, 80, 11523, No update data, 9g3qx90cvdnj
Bird, MEX, ff21006b-8547-4524-ac33-65db37873889, 97, 14362, No update data, 9g3qrxb0tue1
Bird, MEX, 4839d852-1d85-4016-81c3-aa58f7b13957, 87, 12692, No update data, 9g3qx915d0gg
Bird, MEX, df8812a3-c69e-4569-ba0f-c1e966f77b5e, 58, 7849, No update data, 9g3qrx49c0f7
Bird, MEX, 2faac649-601d-4c39-920e-104d7e94064a, 40, 4843, No update data, 9g3qrx2xe83z
Bird, MEX, 27076285-d75d-419f-8056-c73bf1137a85, 47, 6012, No update data, 9g3qrx2x7r5x
Bird, MEX, 0a91a7e0-26e9-49ac-a47c-87c5f2f2c283, 94, 13861, No update data, 9g3qrx2x7p83
Bird, MEX, fffbe0bd-9d69-4c53-bad9-03e8483355f9, 39, 4676, No update data, 9g3qrx2x7p83
Bird, MEX, acdf2419-0349-4196-ad84-3a60d3075eaf, 96, 14195, No update data, 9g3qrx2xd3xp
Bird, MEX, ee7a2c29-1396-4547-8dd6-55acdb2281c1, 98, 14529, No update data, 9g3qrx2x3s7w
Bird, MEX, abb9ec04-2d0f-4ab5-b717-ee0dbb5faf4b, 28, 2839, No update data, 9g3qrx1srn6c
Bird, MEX, a27bac0f-7760-4e54-92ac-960f45c5acbc, 53, 7014, No update data, 9g3qrx1srh4u
Bird, MEX, c733bad4-3f9c-4ecb-a7a6-d704cf00d488, 99, 14696, No update data, 9g3qx90emqxv
Bird, MEX, d1e108d5-cf6a-4543-80d4-f2171d5a2f1f, 96, 14195, No update data, 9g3qrx40hucx
Bird, MEX, 24dbe135-6b7b-4320-9259-7c8be77b7873, 100, 14062, No update data, 9g3qrwu0umb6
Bird, MEX, 70b8a409-77e9-454c-9e2a-126a3f5ac47f, 100, 14863, No update data, 9g3qrwu0u283
Bird, MEX, bab04e7f-8aa6-406d-82af-0919c221c7ac, 94, 13861, No update data, 9g3qrx1bwvqn
Bird, MEX, 35e070ac-9622-4641-813a-d0aaf19ac27a, 55, 6952, No update data, 9g3qrwfujsq7
Bird, MEX, c7a8ff46-f651-4863-a64c-fed79f63731e, 96, 14195, No update data, 9g3qrx1bws4y
Bird, MEX, a2a349d1-8fe0-4659-8409-ddd3e67f2a0b, 63, 6136, No update data, 9g3qrx1bwerb
Bird, MEX, 61018724-9135-4d5a-950d-983225954bf5, 96, 14195, No update data, 9g3qrx1bw1pe
Bird, MEX, 12097490-68fa-430f-b85a-149b9ee69074, 88, 12166, No update data, 9g3qrwfp8reg
Bird, MEX, 43a763a6-b033-457f-b220-905b1624ef31, 88, 12166, No update data, 9g3qx9d3u5er
Bird, MEX, 3805af7d-6211-47ce-a69a-3cfdc4d4f5dd, 53, 7014, No update data, 9g3qx9u2nw6c
Bird, MEX, 8c2acbdb-a123-4243-823b-30b00e48b022, 55, 6952, No update data, 9g3qrwczx7ch
Bird, MEX, d1d5a27c-0ff2-4430-9250-6f55c213e79f, 66, 9185, No update data, 9g3qrx18nvmc
Bird, MEX, 65df22b1-966f-4478-9598-5b040ede2104, 38, 4509, No update data, 9g3qrwg1gd1g
Bird, MEX, 65eccf86-62fe-4c17-8746-3361da669192, 46, 5845, No update data, 9g3qx9u3km0k
Bird, MEX, 5deeee98-cbdc-4351-9b4a-c381294c4aeb, 83, 11376, No update data, 9g3qrwg0ky39
Bird, MEX, cc1ddd04-6a37-4362-b843-d1d562aae074, 97, 13588, No update data, 9g3qrwcrub1x
Bird, MEX, 9f602529-4ddd-4325-bc15-a35a4b1f7001, 58, 7426, No update data, 9g3qrx0ghqb5
Bird, MEX, f3b140c8-96c7-460c-ac98-8e99529a1ca4, 62, 8058, No update data, 9g3qrwsk8ysj
Bird, MEX, cd5de1e6-c85d-4e32-9d65-d1ef6ac1f062, 51, 6320, No update data, 9g3qx99ghm03
Bird, MEX, 3811ff64-c2a8-47c7-a7a7-a930996c39d1, 51, 6680, No update data, 9g3qrx0f7y21
Bird, MEX, ec6ef8b6-32c9-4b48-be83-4abe16356504, 87, 12008, No update data, 9g3qrweurr92
Bird, MEX, 493453fe-d74f-4693-b501-444c72c9ee6e, 70, 9322, No update data, 9g3qrws6cyph
Bird, MEX, 2f2da968-e408-4128-8aa5-b48be50a1eed, 83, 12024, No update data, 9g3qrwt3f2pp
Bird, MEX, 316754ef-a08c-44ae-8fcc-6cc8abc57202, 98, 14529, No update data, 9g3qrwcnsn56
Bird, MEX, 7755e9d9-229b-474e-833c-97a74f8208c3, 43, 3776, No update data, 9g3qrweeyjx8
Bird, MEX, 0549a80b-5131-43c4-8360-32671ba0827c, 46, 5530, No update data, 9g3qrx0d6cek
Bird, MEX, 80e3f1ae-a5fd-4965-95da-36ab61ba45f9, 97, 14362, No update data, 9g3qrwcnk7y3
Bird, MEX, 6721938c-484b-4324-9701-02c790c92917, 99, 13904, No update data, 9g3qrwcnjnsb
Bird, MEX, 3b129dc4-b82a-4ac4-bec6-72d5f4ab70e1, 99, 13904, No update data, 9g3qrwcn7w3c
Bird, MEX, 05831340-6585-45c7-89d1-a9cc48dc380c, 96, 14195, No update data, 9g3qrwcnhczg
Bird, MEX, 54b6d911-2950-4ddd-9798-ee2c0305269e, 98, 13746, No update data, 9g3qrwcnh57m
Bird, MEX, 5d85c395-a2c3-4e49-9414-4f68f23bfb2e, 96, 14195, No update data, 9g3qrwcn5g05
Bird, MEX, 41023337-587c-4d84-863e-1befa510e756, 78, 11189, No update data, 9g3qx9g7yru9
Bird, MEX, 2ef3576a-9b47-4f8f-993b-fb66aa833701, 96, 13430, No update data, 9g3qrwcdnumg
Bird, MEX, cc62ef2f-e3b8-447f-bb06-c68a77a7b658, 98, 13746, No update data, 9g3qrwcjcjz6
Bird, MEX, 84261030-0cf3-4764-a8bb-897d59a84907, 48, 5846, No update data, 9g3qrwcjbzsn
Bird, MEX, f18fb170-49ec-440c-a28f-af9aac225966, 34, 3841, No update data, 9g3qrwcd385d
Bird, MEX, 299f8693-6315-4dd2-80c1-afd4c87d57d2, 54, 7181, No update data, 9g3qrwc5yp9q
Bird, MEX, 8cef4880-1939-4ee9-9a9f-e591abd8da2d, 48, 6179, No update data, 9g3qrws2wt4g
Bird, MEX, ca16afad-fb5f-4e4a-82a5-b2cd4fa2a4c2, 75, 10688, No update data, 9g3qx92hhde6
Bird, MEX, 44444d83-19c6-4f8b-8721-fd79269aaf1e, 70, 9853, No update data, 9g3qrwc5vkxf
Bird, MEX, 5113d737-db0e-46c2-8d4d-f8f795425b26, 96, 14195, No update data, 9g3qrws2tc56
Bird, MEX, e267c19f-0d15-4283-8aed-699792ce04a5, 96, 14195, No update data, 9g3qrws83dd9
Bird, MEX, bbd15dba-d59c-4d70-9583-9b62abdce6cd, 90, 12482, No update data, 9g3qx92hvvgj
Bird, MEX, d444da05-24ab-400d-9fd9-3c7e35e92ec6, 81, 11690, No update data, 9g3qx92hggtp
Bird, MEX, 01bacf0c-57f2-40d8-ad56-b635d62092db, 56, 7515, No update data, 9g3qrx01xnkh
Bird, MEX, fd3ab9b3-4b38-410f-b516-535b73eeb9d6, 75, 10688, No update data, 9g3qrwc4vsw4
Bird, MEX, 19febfba-3469-48dd-a75f-f1fb64ec34b9, 75, 10688, No update data, 9g3qx92np5u1
Bird, MEX, 33c2d799-fa8c-4108-a031-5aba530e3786, 94, 13861, No update data, 9g3qx92nndr8
Bird, MEX, 8a9264b0-56cc-4ab4-84c8-3c17203abf7d, 53, 6636, No update data, 9g3qx92jvkxv
Bird, MEX, 2bf24662-29b1-488b-96a2-8f6e397a98a0, 17, 1002, No update data, 9g3qrrpv11zk
Bird, MEX, e0e6f79a-81da-49a3-b376-f522373e62f1, 94, 13861, No update data, 9g3qrwbw42p0
Bird, MEX, ed2932ff-591b-479f-a910-20b211c338fd, 97, 13588, No update data, 9g3qrwbt9w5d
Bird, MEX, 609a8056-5247-4a92-b9dc-30be923de3ca, 87, 12692, No update data, 9g3qrwc1tm7n
Bird, MEX, 9125b348-1d44-4820-aabb-4e8904457b6e, 82, 11218, No update data, 9g3qrwc1t7rb
Bird, MEX, 9f1b065e-3c51-4d61-a3a9-0794da215166, 93, 12956, No update data, 9g3qrwc1mr5p
Bird, MEX, 8c7625ba-1bc7-4e69-957d-a3d812aa3cd5, 90, 12482, No update data, 9g3qrrw9k9ek
Bird, MEX, 01587fce-54f2-4049-aa1f-7431d6368ded, 100, 14062, No update data, 9g3qrwd714rr
Bird, MEX, e79f0d9d-7417-444f-af98-c9aa3eec1683, 94, 13861, No update data, 9g3qrwd712te
Bird, MEX, 3aea33d9-9441-45a8-a0d9-ee5b12004ba5, 44, 5511, No update data, 9g3qrwd3s38q
Bird, MEX, 65cff338-d0cf-40d3-8193-b1358655873e, 93, 13694, No update data, 9g3qrw9mgv80
Bird, MEX, b798e231-b948-45ea-a2b8-dac1a4f1379a, 81, 11060, No update data, 9g3qrwbbf8v7
Bird, MEX, 5c5d74b2-8d7f-4304-a6fa-bff931b00935, 100, 14062, No update data, 9g3qrw9msqq7
Bird, MEX, 4e40bd37-ed1b-4a7b-bc67-78a44871fb65, 92, 13527, No update data, 9g3qrw9mgc2p
Bird, MEX, d46a60e7-30f7-4b7d-9dc8-b133d5abe21a, 60, 7742, No update data, 9g3qx9c6scc9
Bird, MEX, 133723b8-9d57-4251-b91c-715ce7483df1, 97, 14362, No update data, 9g3qrw9mb1mx
Bird, MEX, 6319ac1b-bd3e-49e6-9476-e61a6591eae0, 97, 13588, No update data, 9g3qrw9m8t0g
Bird, MEX, bfceb5c2-3a48-414c-9fdd-75a9784639fa, 100, 14062, No update data, 9g3qrw9m84ts
Bird, MEX, b94f2371-5b8f-47f8-90d8-b8c612dbd2d4, 99, 14696, No update data, 9g3qrw9m84j8
Bird, MEX, 41fc4b61-cdb2-437e-b9d5-887bb1cc1acc, 97, 13588, No update data, 9g3qrw9m2tbz
Bird, MEX, 8170b27d-f137-47eb-b927-c55a4c694a91, 96, 14195, No update data, 9g3qrw9m2s0g
Bird, MEX, 42c7bfd2-e735-4082-9923-729e89516f8d, 91, 13360, No update data, 9g3qrwd17swz
Bird, MEX, de7d1fc0-303d-4ded-a151-952b7fb201de, 93, 13694, No update data, 9g3qrw9jrbrs
Bird, MEX, fd7fad5a-670f-4928-b087-609cdef579a9, 87, 12692, No update data, 9g3qrqzuxqcp
Bird, MEX, 4568dccb-1d47-46a5-b355-738704fd1ab0, 100, 14062, No update data, 9g3qrw9hw8zp
Bird, MEX, 95f93bd0-251c-43f0-b577-da65dea0413e, 84, 11534, No update data, 9g3qrwkd3dd9
Bird, MEX, 786abcfe-46b9-4225-a741-6d73bc9fc925, 97, 14362, No update data, 9g3qx3ehn948
Bird, MEX, a83e31e1-4970-4fa9-b4d2-0720a5ed4d7f, 98, 14529, No update data, 9g3qx3ehpmxj
Bird, MEX, 0e072fb4-261a-4445-af94-4a084fb2473b, 90, 13193, No update data, 9g3qx3g04dbh
Bird, MEX, 7802a6aa-4737-4323-b62a-a2dfceffc097, 42, 5177, No update data, 9g3qx3fe6fem
Bird, MEX, 74f538cc-176f-45bb-baf4-4562a9ee9a66, 94, 13861, No update data, 9g3qx3g4tuuj
Bird, MEX, 7dcae05c-57ee-4587-95a8-cc788984cb61, 82, 11218, No update data, 9g3qx3u2ftt5
Bird, MEX, b6085407-c7c3-4edf-9f58-7e8f3c4ea61a, 88, 12166, No update data, 9g3qx65354yk
Bird, MEX, 782ef920-80be-4c8e-8cea-298831556512, 60, 7742, No update data, 9g3qx1xvds21
Bird, MEX, cfc2535a-a052-4b56-b42e-b5f6e09343ff, 61, 7900, No update data, 9g3qx1z1xmbf
Bird, MEX, 5dc55121-89e4-4f37-9a4d-ca74a9aae357, 92, 13527, No update data, 9g3qx6ne2ntw
Bird, MEX, a681dbc8-f232-4074-b477-a61a44fbc6f5, 35, 4008, No update data, 9g3qrrnbr8h6
Bird, MEX, c3febd79-2506-4fa7-8cac-6e8cfa36a22c, 81, 11690, No update data, 9g3qrrnbwdzw
Bird, MEX, c5f99f3f-eec1-4acc-9657-468d634aec78, 83, 12024, No update data, 9g3qrrnerphp
Bird, MEX, d366cbe4-e659-4867-ac04-497b4e24f700, 98, 13746, No update data, 9g3qrqzh0kgz
Bird, MEX, 548ffbf3-5d9f-409d-a036-b234289cbaa0, 94, 13861, No update data, 9g3qrqzh075g
Bird, MEX, b0dd14cb-66fc-4e2c-85da-adb355871808, 94, 13861, No update data, 9g3qrqzh01ve
Bird, MEX, e065aa54-2d11-44dc-9e41-8a6abbf45960, 96, 14195, No update data, 9g3qrqz5bgh1
Bird, MEX, f8286d0d-2c4a-4644-b23e-53e33a2cc069, 94, 13861, No update data, 9g3qrqygzbf7
Bird, MEX, 91d63f85-ed48-4b2d-9ea2-fd2fc02c9978, 83, 12024, No update data, 9g3qrw8pzph4
Bird, MEX, 2a2a60f0-21c9-4439-ae1a-270061cb7134, 19, 1336, No update data, 9g3qrrq2jk6g
Bird, MEX, b51f24ed-b117-4b62-9e4c-a2bc2bb390b9, 88, 12166, No update data, 9g3qrrq6p0un
Bird, MEX, 59a219e5-40e1-4ce5-b756-e0c263eeb53b, 91, 12640, No update data, 9g3qrqy76sj5
Bird, MEX, 1a9a7526-2031-4bd6-a871-746ec2cc8703, 74, 9954, No update data, 9g3qrqy3veyn
Bird, MEX, b26c9cf9-b280-4dc0-87d4-8a32bf3dde58, 73, 10354, No update data, 9g3qrrq45uuz
Bird, MEX, 9ed88c6e-7ab8-4ef2-8fb8-107c1deca27a, 96, 13430, No update data, 9g3qrw837t9v
Bird, MEX, a0a98ea8-c0b8-4a40-bb8b-bf6991a98b54, 61, 7900, No update data, 9g3qrqwjp1s1
Bird, MEX, a61428f1-a0e2-4a3c-93b9-4d1385d25a48, 58, 7849, No update data, 9g3qrw2rw8rw
Bird, MEX, e9e2d3de-8166-4982-bbda-4ae923998cfe, 56, 7515, No update data, 9g3qrw2rm3pb
Bird, MEX, 3e749de6-7df4-44e9-8864-bdcd03194715, 85, 12358, No update data, 9g3qrrjhzxsn
Bird, MEX, af974b4b-e580-477f-86c8-eac3533e8cf6, 43, 5344, No update data, 9g3qrqw1uw7q
Bird, MEX, 9b0519bf-5230-4016-ae93-1bf4b60f8ccd, 93, 13694, No update data, 9g3qrw92ce7d
Bird, MEX, 067e79a2-0fc2-4559-a7a4-3ae93154c26b, 21, 1670, No update data, 9g3qrw90xcrs
Bird, MEX, 95961103-a651-49a2-b016-137500350fec, 85, 12358, No update data, 9g3qrw929jxr
Bird, MEX, f7e8f4e9-ab23-4d95-857d-f13c918f9ff0, 76, 10855, No update data, 9g3qrw922zhn
Bird, MEX, 15d58daa-3dc7-4551-8edb-e04773cff2ed, 96, 14195, No update data, 9g3qrw922gu1
Bird, MEX, 1c4ac6c9-bcaa-4a66-9f60-b6b419c323dc, 93, 12956, No update data, 9g3qrw9206gc
Bird, MEX, 0215f64e-4681-436f-bccb-7350602c02b4, 87, 12692, No update data, 9g3qrrjpsmb0
Bird, MEX, 6da49b1c-d05c-44cd-882b-aeb7d85868b9, 100, 14062, No update data, 9g3qrw92tebh
Bird, MEX, a541f734-05dc-44f1-882d-c2c522007759, 67, 8848, No update data, 9g3qrrjp5rg9
Bird, MEX, 6b2b615d-26f7-4a7e-84df-c22879766f00, 94, 13861, No update data, 9g3qrw92wdfy
Bird, MEX, 06687e34-452b-48e7-ba15-19d6d83ff017, 62, 8058, No update data, 9g3qrrjp385d
Bird, MEX, ce2ee0ab-1838-4619-97de-52bb2a7521da, 81, 11690, No update data, 9g3qrrm4sp50
Bird, MEX, 9e48dd97-f762-4c78-b7c3-4878572e329c, 60, 7742, No update data, 9g3qrrhzm4sd
Bird, MEX, 7f87d781-94e9-434a-9d97-239975176780, 98, 13746, No update data, 9g3qrrkbw3h7
Bird, MEX, 38c81edd-008e-4f54-a78e-bb89603a44a5, 99, 13904, No update data, 9g3qrrkbmvk7
Bird, MEX, 49928683-684c-4947-8330-a9453a2fc78d, 97, 14362, No update data, 9g3qrrkbtuu6
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 97, 13588, No update data, 9g3qrrkbtdq5
Bird, MEX, afe71f16-e1e3-4416-b4a4-45b2cbba42a6, 45, 5372, No update data, 9g3qrrmh5j23
Bird, MEX, 7aca0c27-3de0-4a50-9f90-52d136689bac, 56, 7110, No update data, 9g3qrqt9w4cq
Bird, MEX, aa010889-f2ec-46a5-92c2-36a6ed762d65, 57, 7682, No update data, 9g3qrqqgyqhe
Bird, MEX, fe0fb963-82e5-4b99-b1a8-b1259ed1adeb, 72, 9638, No update data, 9g3qrrmh1tee
Bird, MEX, 6d302aa6-6f2c-41ea-8228-2c417dd3f5f4, 63, 8684, No update data, 9g3qrqmv5buv
Bird, MEX, 278e35c0-f5f6-4a64-ab5b-8ee35d22876b, 37, 4342, No update data, 9g3qrqsvhm84
Bird, MEX, c04e98a8-117d-4a02-8760-b67e87601212, 78, 10586, No update data, 9g3qrqsxu2nr
Bird, MEX, 8bfde806-8774-4437-ab68-0b24b1f5c11f, 60, 8183, No update data, 9g3qrrk2tfuq
Bird, MEX, 0caf42e6-1dc7-4014-8455-8a144f587b3c, 76, 10855, No update data, 9g3qrrhrsduw
Bird, MEX, baa45aaf-943d-41b3-a9a6-c75ff536bb5b, 65, 9018, No update data, 9g3qrrhrf15t
Bird, MEX, ae6e8d11-615b-4393-af83-59bb6537eff6, 29, 3006, No update data, 9g3qrqnze99y
Bird, MEX, 04b9f6ba-d3fd-482d-8d26-41c8c99ef61a, 72, 10187, No update data, 9g3qrrk2906p
Bird, MEX, 2ae34efb-2ad6-41af-b766-c14926b673a3, 69, 9164, No update data, 9g3qrqupj6fc
Bird, MEX, 20774793-6902-481e-a940-fdcb6f5ad402, 79, 10744, No update data, 9g3qrqup7guc
Bird, MEX, 9ea8352a-9437-42df-a1bd-85883d2379e1, 78, 11189, No update data, 9g3qrrk0wd6e
Bird, MEX, 5f8bf274-17ef-4103-9537-74eda3bc2a31, 56, 7515, No update data, 9g3qrqup7x99
Bird, MEX, f8d35fab-c1ce-4298-8460-d10de870d93a, 76, 10270, No update data, 9g3qrrh4cw7w
Bird, MEX, 987d9727-19a2-4b1f-92e9-1a1d81a99f62, 45, 5372, No update data, 9g3qrw0j6q60
Bird, MEX, c3d59c69-25b2-4fc2-94cd-2bf08cf0a4b2, 99, 13904, No update data, 9g3qrrhpbptw
Bird, MEX, 8f61a6b5-7d1b-4886-9373-fe2459fe4da4, 97, 13588, No update data, 9g3qrr5zrrz5
Bird, MEX, 6bbeca19-47e5-40aa-bc95-3ea5e6eb2182, 64, 8374, No update data, 9g3qrqm8x8kn
Bird, MEX, b5ffd8c4-d5aa-4583-9fbe-f044ee8b974b, 61, 8350, No update data, 9g3qrqnn7nbk
Bird, MEX, 44d07070-b3ad-4878-afb9-e82209367756, 22, 1837, No update data, 9g3qrr7uuts3
Bird, MEX, 301fdafb-9156-4f03-a87b-d3b71699631d, 83, 11376, No update data, 9g3qrr7sxrby
Bird, MEX, 0cea28f5-7ebb-4016-bf25-a883a08d2158, 64, 8851, No update data, 9g3qrr7sz5k5
Bird, MEX, be18780e-cf43-42d5-99d6-e39deac21f36, 40, 4843, No update data, 9g3qrqkbq5rr
Bird, MEX, aea9338b-2b8b-4e30-93e7-d8645a913cba, 75, 10688, No update data, 9g3qrr5rt7xf
Bird, MEX, 348f4420-ae35-401c-a3f7-812c8f464aa3, 73, 10354, No update data, 9g3qrqkc13v7
Bird, MEX, a1f4a197-5998-4af9-a763-b027e42ad8af, 43, 5344, No update data, 9g3qrr5qu15j
Bird, MEX, 1162db80-7d70-4243-bcf3-936959a000e1, 90, 13193, No update data, 9g3qrr5mgmud
Bird, MEX, 1176d68c-ad80-41dc-a747-4743158244d9, 81, 11690, No update data, 9g3qrqhzcvnv
Bird, MEX, d02d54ac-c829-4ee7-b8a8-9fae53982c0b, 29, 3006, No update data, 9g3qrqkhq6hr
Bird, MEX, 34dc427f-2724-46fd-9bfe-464b0b0035ee, 73, 10354, No update data, 9g3qrqgpk7b1
Bird, MEX, 994567ad-c2fe-4c23-9b95-8126d2f0f889, 58, 7849, No update data, 9g3qrqgj5s9t
Bird, MEX, cefd5d2f-f64f-4dc9-807c-9cded7127a9c, 37, 4342, No update data, 9g3qrqghfp5d
Bird, MEX, 960082a1-5a91-4c51-b01e-86cdb405c521, 39, 4676, No update data, 9g3qrqgj322k
Bird, MEX, 06627a5e-c928-43df-a095-b987bab096d8, 96, 14195, No update data, 9g3qrr4vygtv
Bird, MEX, 697b1faa-17c7-4da9-9222-feaa21fb4dcd, 72, 10187, No update data, 9g3qrr4vwsfd
Bird, MEX, d0248c55-e085-4e35-85f6-22eb853fdd64, 97, 14362, No update data, 9g3qrr4vyx6s
Bird, MEX, df6129e5-ec83-4c6c-b8be-97af859c82be, 60, 7742, No update data, 9g3qrq7x2env
Bird, MEX, 66cb6109-680b-4bed-8c6b-d64218d0522b, 73, 10354, No update data, 9g3qrmzsw2sx
Bird, MEX, b8708f39-9232-4f41-841c-e20c28043931, 56, 7110, No update data, 9g3qrmzeysd9
Bird, MEX, 15816127-17a4-4072-95cb-9da9376fa417, 57, 7268, No update data, 9g3qrqhpk8ur
Bird, MEX, 23cfb211-4cda-4129-883d-5ee53286b5dd, 47, 6012, No update data, 9g3qrr494058
Bird, MEX, f6ede19d-5306-4224-81de-c8f7fb85a0bb, 49, 6004, No update data, 9g3qrqfegw3w
Bird, MEX, f9b57b16-6323-4193-8f6f-91058bc25456, 67, 8848, No update data, 9g3qrqfs52ut
Bird, MEX, 9c54120a-5f05-4d40-947d-7b75dbfaa61f, 91, 13360, No update data, 9g3qrqh9ucps
Bird, MEX, 848230d0-f3e9-4833-b221-267e21d90b68, 94, 13861, No update data, 9g3qrqh9sv3m
Bird, MEX, c3fc622d-0404-4e6c-a4fb-1db21047039a, 96, 14195, No update data, 9g3qrqh9sgze
Bird, MEX, 70bee891-f07f-449e-aa41-41e3713fc3e1, 94, 13861, No update data, 9g3qrqh9mnk8
Bird, MEX, c001040b-ebc9-4757-9f6b-5e4da40cba04, 45, 5678, No update data, 9g3qrqhbhy1q
Bird, MEX, a453042f-cbde-4af6-82a5-0b0176eae769, 79, 11356, No update data, 9g3qrqh8sv9r
Bird, MEX, fc678dc3-52e4-445d-91e7-d3b82755c01d, 96, 14195, No update data, 9g3qrqh5u5gn
Bird, MEX, f5cb1b35-1097-4fb8-bb7b-0309a81cede9, 30, 3173, No update data, 9g3qrqh66wt4
Bird, MEX, 43e8d849-2338-4730-bb96-e7dc26e05185, 98, 13746, No update data, 9g3qrqh5ckv7
Bird, MEX, 7667a092-6112-4fd9-8d75-234e63c5f20f, 97, 13588, No update data, 9g3qrqh5d9j4
Bird, MEX, c9cdab53-5417-4ba4-9de2-09e7052ff6d2, 87, 12692, No update data, 9g3qrqh5d71z
Bird, MEX, a718fdb8-576b-4710-814c-4002e385263c, 94, 13114, No update data, 9g3qrqh575y9
Bird, MEX, 1cc4d66b-bfec-4132-9c55-5e7789d75aaa, 91, 13360, No update data, 9g3qrqdejmxf
Bird, MEX, 57eb159b-c77c-459d-9df6-950bff3c63d5, 62, 8058, No update data, 9g3qrmvkcz09
Bird, MEX, eeb08bc7-8dd4-409e-99b9-f9e6e48ebfbe, 92, 13527, No update data, 9g3qrqddwpcj
Bird, MEX, 63b64cf6-0d2b-4d45-9894-f233ab5bd67e, 92, 13527, No update data, 9g3qrq735087
Bird, MEX, 121fb773-fabb-4fd2-9a7a-81c1d4ca1f5b, 85, 12358, No update data, 9g3qrq72hyc6
Bird, MEX, 67827d56-7311-4990-a4a6-954190df9c35, 51, 6320, No update data, 9g3qx14shrtb
Bird, MEX, d00026bf-02c6-4516-8f3b-81c8ebc7434f, 48, 5846, No update data, 9g3qx11zx2yg
Bird, MEX, 334f1cf0-01c3-4750-83f1-5e02eb9a15b9, 88, 12166, No update data, 9g3qx11zzbd5
Bird, MEX, 7969b286-512b-4d60-ac3e-d66299a1927d, 47, 5688, No update data, 9g3qx10b62pu
Bird, MEX, f8716530-977a-44a1-94a2-253b3829f118, 78, 11189, No update data, 9g3qx16evsjc
Bird, MEX, c2a5e451-5f7e-4e21-a956-8c7153aa8f3b, 42, 4898, No update data, 9g3qx13gne6r
Bird, MEX, a3ff8f75-1bf5-4d67-94ad-b3625ecd73f4, 49, 6004, No update data, 9g3qx13ge01p
Bird, MEX, 3f69c40d-a247-4b2b-82f9-a5efcb74e608, 52, 6478, No update data, 9g3qx17j6duy
Bird, MEX, b4f06b84-309a-4b6e-b2fc-fe976d55a573, 28, 2686, No update data, 9g3qx13uug3j
Bird, MEX, a9fb9548-8e20-4503-b84e-934606c52387, 49, 6004, No update data, 9g3qx13v7d36
Bird, MEX, 50b05bf3-1407-4e6e-a75f-227ebf79368e, 64, 8851, No update data, 9g3qx12chn69
Bird, MEX, 4cb8ca6a-cd97-45f0-8e7d-1679ef2b00f3, 97, 13588, No update data, 9g3qx13mw10v
Bird, MEX, a7682476-f7e9-4a0e-a63e-c691d47b6fdb, 85, 11692, No update data, 9g3qx122hk0g
Bird, MEX, ea1ee1cb-2651-4916-9946-e0f0e832c7ba, 44, 5214, No update data, 9g3qx12uvwjx
Bird, MEX, fd70fbf8-8f96-48b2-b367-050c83ca3907, 49, 6004, No update data, 9g3qx12vjfef
Bird, MEX, a45a4bf8-8872-456c-8909-0b1c6506a01d, 44, 5214, No update data, 9g3qx12vnqm3
Bird, MEX, db7f6c89-82eb-47ac-b322-0d5a8c157e13, 46, 5845, No update data, 9g3qwbztnppn
Bird, MEX, 23fb07f2-a4d6-42ff-bcae-ca42e3e7c2d5, 91, 13360, No update data, 9g3qx1dkb8bq
Bird, MEX, ef963567-b906-47ee-b611-d9d3cb56972e, 85, 12358, No update data, 9g3qwcru7hy4
