Bird, MEX, 3bf88c7b-5a1d-4364-80cb-f1ce21c49d68, 92, 13527, No update data, 9g3qx2sdvr6v
Bird, MEX, eb089722-b0a7-414a-8185-4144ea7263e0, 90, 12482, No update data, 9g3qx925yd4v
Bird, MEX, 6d4e2f6f-557c-41c1-b0ec-dfe9eda61b65, 94, 13114, No update data, 9g3qx91408rh
Bird, MEX, b290e7c8-433f-4068-ade0-8702f77b3dac, 64, 8374, No update data, 9g3qx8ck36ts
Bird, MEX, 8503c02f-45fd-4e79-8484-13c2a81e0f8c, 96, 13430, No update data, 9g3qx9148jjw
Bird, MEX, 4f72794a-0bbf-4d61-85c8-50052f42ea5d, 96, 13430, No update data, 9g3qrpzydc55
Bird, MEX, d0267e20-8e89-4a1a-8969-2beb7d22d9c0, 57, 7268, No update data, 9g3qrrm5gjnx
Bird, MEX, d0a37f46-5dfb-47e6-a34f-595fffcaa269, 93, 13694, No update data, 9g3qx92hqdrd
Bird, MEX, e044dca5-0d70-4eef-a0c5-5ee4314d5678, 65, 8532, No update data, 9g3qx9152d2f
Bird, MEX, 81ff88c2-3c3a-4710-9b86-0798ac82fb5c, 92, 12798, No update data, 9g3qx0p9cxer
Bird, MEX, b3c0b887-3039-41af-90d0-4625064ae431, 91, 12640, No update data, 9g3qx0pd8ntr
Bird, MEX, fcbde8f4-bf32-49e0-ae3a-5689ee5f203a, 56, 7110, No update data, 9g3qrrmsh200
Bird, MEX, e26c615d-d329-47e8-b1f0-73de7cb92643, 75, 10688, No update data, 9g3qrr947wpb
Bird, MEX, 2e1ac500-e4b8-470c-9065-1f152038be2c, 65, 8532, No update data, 9g3qx911wwfb
Bird, MEX, 571b2623-0401-497f-abf6-9a48840092f0, 82, 11218, No update data, 9g3qx0p3x4gz
Bird, MEX, 0b98cad9-d526-43aa-8163-cf5119176ae0, 81, 11060, No update data, 9g3qrrkfseus
Bird, MEX, c0562087-eaf1-4672-9c9f-f95647255dc5, 76, 10855, No update data, 9g3qrr92rcdk
Bird, MEX, 24f9a7f5-3fb5-40fd-99b1-3794890729c8, 88, 12859, No update data, 9g3qx0p0gyu9
Bird, MEX, 0298c852-3d71-41e1-8417-dc50aea18bc7, 74, 10521, No update data, 9g3qx0p1q09p
Bird, MEX, 3d850764-5537-4c8a-a58d-997d7e4d5bed, 88, 12166, No update data, 9g3qx0p1njxk
Bird, MEX, e2503d73-25e8-4b93-97ac-f374457a3573, 70, 9322, No update data, 9g3qrpywwku7
Bird, MEX, 4655d752-04a9-4028-962c-0beb1f5455f6, 93, 12956, No update data, 9g3qx0p62qes
Bird, MEX, 63e9ef70-528f-49e2-ad55-e084a59ffb47, 93, 12956, No update data, 9g3qx0p0y4rq
Bird, MEX, e70b8342-c721-49b4-8fc4-d3f12f55afcc, 80, 10902, No update data, 9g3qx0p0y94q
Bird, MEX, 2b677e56-493a-4567-bc7f-1b1428deeb5e, 63, 8216, No update data, 9g3qx0p32e0x
Bird, MEX, 56769a46-1a8d-4b8d-bd08-e63173fdaa0b, 92, 12798, No update data, 9g3qx0p0wgm9
Bird, MEX, 947a3a92-e233-4a3c-8dc9-b010c1ae66a5, 96, 13430, No update data, 9g3qx0p283ex
Bird, MEX, cd75e715-2448-4b65-b214-2bb8c7fc8891, 96, 14195, No update data, 9g3qrpzpzqrp
Bird, MEX, 98361164-9cfe-47ba-8089-8a52c3847494, 91, 13360, No update data, 9g3qrpzng0q2
Bird, MEX, 65f13d3f-0b2d-4f4a-8c16-f491737010a8, 89, 13026, No update data, 9g3qx0p21mvn
Bird, MEX, d71f313f-37b1-4e08-89f7-ba3c68d24af2, 96, 14195, No update data, 9g3qrpzrf4ky
Bird, MEX, 925c6bf7-c628-4957-af54-eeb6cd8ee021, 97, 14362, No update data, 9g3qrpzppff4
Bird, MEX, 3af74e51-7702-4863-b83a-51c38cc17f5f, 91, 12640, No update data, 9g3qrpzr3zq8
Bird, MEX, 11cf8d40-4742-40a9-b706-0da747d2365a, 93, 13694, No update data, 9g3qrpzr5025
Bird, MEX, c8710d9e-9267-49d8-b2e6-e06aea3c8382, 54, 6794, No update data, 9g3qrpvyy7kh
Bird, MEX, 8941f934-ec9e-4984-b66a-88f2bf8440df, 85, 12358, No update data, 9g3qrpyeyv0x
Bird, MEX, 76a32421-ce80-4d20-bc2a-1c6ca270594a, 96, 13430, No update data, 9g3qrpyeyg2e
Bird, MEX, 961175c5-aacf-4db5-9aa0-d2f495dfa8a6, 96, 14195, No update data, 9g3qrpzm0pb3
Bird, MEX, 54604a97-b8da-4ad9-b3b3-d9c199ec4668, 96, 13430, No update data, 9g3qrpyg8ujp
Bird, MEX, f8a84e70-dcc5-4b6a-9233-f5966270e74a, 90, 13193, No update data, 9g3qrpyg3y26
Bird, MEX, c4cda3e9-2622-432d-8ba7-2b168704e825, 89, 13026, No update data, 9g3qrpzk9z02
Bird, MEX, 03a41f9c-281c-4dc1-b678-9ad294384f0a, 94, 13114, No update data, 9g3qrpzwhczs
Bird, MEX, 3ffd623d-8224-4c44-b149-422a6040376c, 91, 13360, No update data, 9g3qrpze633g
Bird, MEX, cd6455e4-32ef-4c8d-83bc-1c83e97b2edb, 85, 12358, No update data, 9g3qrpxtrk0u
Bird, MEX, 36c6d646-ef97-4533-b196-fd656a8a3547, 25, 2338, No update data, 9g3qrpsyw595
Bird, MEX, 41a7d8ac-99ba-4f07-83cb-598cf908d078, 91, 12640, No update data, 9g3qrpqy892t
Bird, MEX, efee49bb-6f8a-4e0e-b108-e1d005749b66, 81, 11690, No update data, 9g3qx0s1d9ky
Bird, MEX, cc91201f-50ef-4cf4-adb1-890f6a9ea95d, 78, 10586, No update data, 9g3qrpksndv5
Bird, MEX, d62689ee-2e9e-4f8f-a6d7-ecd6fd9cd4cc, 98, 13746, No update data, 9g3qrpptjpkx
Bird, MEX, 5bc4f95e-f327-49c1-9afb-afd46c109227, 54, 7181, No update data, 9g3qx0g8erk7
Bird, MEX, 97d31d9d-4862-4bbd-bf10-665a24061214, 88, 12166, No update data, 9g3qx0g8d3pu
Bird, MEX, e41ea2ee-2848-4b98-ada6-389160e01ce1, 15, 668, No update data, 9g3qx0g8d6xy
Bird, MEX, 46a09f82-d647-42e5-95e5-38f5d6ac6986, 48, 5846, No update data, 9g3qx0g83rvj
Bird, MEX, 5d115a76-bb32-48ee-87c6-b5a02ae1d77f, 49, 6004, No update data, 9g3qx0urncte
Bird, MEX, be4e4df7-29d3-4ea1-9a33-3914fa8bbfd3, 49, 6346, No update data, 9g3qx1hc7pq3
Bird, MEX, c41f827e-43e4-4fcb-a1c4-f18af673e911, 46, 5845, No update data, 9g3qrr0tgghc
Bird, MEX, 3583450c-8a32-4bd9-864b-fe415aea1999, 79, 10744, No update data, 9g3qrr3ep20b
Bird, MEX, d283b21d-208c-4a41-99a9-85fcc286ae5f, 51, 6680, No update data, 9g3qx1j5uq90
Bird, MEX, 93952f2e-6607-49f1-a24b-b2ae076046f3, 91, 13360, No update data, 9g3qrnzpnbbw
Bird, MEX, 5d0f88c9-8de8-469d-9528-844cb1129d17, 96, 14195, No update data, 9g3qrnzpn2h2
Bird, MEX, edfe058a-7e63-41eb-b993-222fc7cac9ab, 98, 13746, No update data, 9g3qrnznvzh4
Bird, MEX, 58f08f43-00d2-4ff8-b7bf-0614e78ce570, 97, 14362, No update data, 9g3qrnznyp14
Bird, MEX, 3a75aa6a-4145-4766-81a2-61779dd4784a, 91, 13360, No update data, 9g3qrnznypp6
Bird, MEX, 308d7a87-8cef-4ce9-89e3-0b805283d056, 55, 6952, No update data, 9g3qrnznyrh6
Bird, MEX, 8cecfe6c-790f-4cba-a768-503288c6a2ca, 96, 14195, No update data, 9g3qrnznyw4k
Bird, MEX, 00e6f1b7-084d-4e8b-874c-5337d4295412, 94, 13861, No update data, 9g3qrnznvtjy
Bird, MEX, 728215f7-a634-4e90-815d-9f44150fc162, 81, 11060, No update data, 9g3qrnznzqph
Bird, MEX, 01fcc0bd-7a21-4ac2-84ac-51442e5ce70b, 96, 14195, No update data, 9g3qrnzny1pm
Bird, MEX, 66024615-b3dd-4d5a-8a6b-98085a0d7615, 73, 9796, No update data, 9g3qrnyvdmpu
Bird, MEX, ca1f835a-93b4-4075-a803-5b1c3d935b15, 46, 5530, No update data, 9g3qrnyvdekb
Bird, MEX, 22cb30b7-5bc8-448f-b361-69e5943164fc, 98, 13746, No update data, 9g3qrnyv9fqd
Bird, MEX, 3b462967-5cc0-447c-afc5-4546af754d7f, 87, 12692, No update data, 9g3qrr0c1v87
Bird, MEX, 19e2a7fa-ea4c-4521-afcb-290f3edb2688, 83, 11376, No update data, 9g3qrnyvk7qp
Bird, MEX, ab970ab1-b98a-4e04-bc4c-cdf4c0c2bbea, 65, 8532, No update data, 9g3qrnyvmdtf
Bird, MEX, 53239a68-389d-42f8-ad28-fa6af312c06d, 48, 5846, No update data, 9g3qrnyv783s
Bird, MEX, fd92f56a-4fb0-48af-ba50-3f40859a0fe4, 91, 12640, No update data, 9g3qrnzhc725
Bird, MEX, c9855653-5004-4c69-b134-474b0b303ec4, 92, 12798, No update data, 9g3qrr11kc36
Bird, MEX, 3c3d77b7-6300-4109-a8dc-a0535b985c6b, 91, 13360, No update data, 9g3qrr4h0wwc
Bird, MEX, 17b51e57-f687-48e9-8786-dfc90837b8ad, 87, 12692, No update data, 9g3qrr45bz7u
Bird, MEX, 915e2915-7421-4469-816a-ad5ad1b9f559, 85, 12358, No update data, 9g3qx0f73t57
Bird, MEX, 0615e261-0af6-4132-8eab-35644f56ccf4, 55, 7348, No update data, 9g3qrnv5qwd7
Bird, MEX, 14d70115-8081-496b-9cbe-9faed7ab18d4, 79, 10744, No update data, 9g3qrqbvxxs5
Bird, MEX, a9308dfa-1e4d-4b19-a6b9-e708f49e0654, 70, 9322, No update data, 9g3qrr1cz5gz
Bird, MEX, 4b0b15ca-c5f6-45a9-a948-581c69021eb7, 88, 12859, No update data, 9g3qx1ru6tky
Bird, MEX, ffc4e564-1789-4d48-bdfc-c521543d4531, 96, 13430, No update data, 9g3qrny0kyzm
Bird, MEX, 9540a50d-13e6-4b8c-af9c-764a8eb5339f, 99, 13904, No update data, 9g3qrr4v21ts
Bird, MEX, 6ba594d5-eb98-4103-afd5-de4b11111543, 97, 13588, No update data, 9g3qrr4v227u
Bird, MEX, 66e0ddd0-eff8-4df5-8d3a-41419a748d32, 83, 11376, No update data, 9g3qrr4v225f
Bird, MEX, 9fbc2a0e-c6ea-4c7e-a4c0-284691760334, 96, 14195, No update data, 9g3qrr4v0jvt
Bird, MEX, ad0af988-8454-45a4-b30f-e40bed2e1eb3, 93, 13694, No update data, 9g3qrr4v3460
Bird, MEX, dc677130-4984-4ab0-953f-3b2b0d84a167, 98, 13746, No update data, 9g3qrr4v0tbt
Bird, MEX, 0eb42102-6f05-4c02-ad44-b0954bc1e669, 98, 13746, No update data, 9g3qrr4v1707
Bird, MEX, c69d9b86-ea83-4542-abe3-e56b57000c3f, 93, 13694, No update data, 9g3qrr4v1t79
Bird, MEX, 11b17e8e-8fdd-44f0-9c94-4f114109327b, 100, 14062, No update data, 9g3qrr4v1s7e
Bird, MEX, d6c3969d-fd00-4ed5-a276-b423f443d07d, 99, 13904, No update data, 9g3qrr4v1e5e
Bird, MEX, 5f81210a-673d-4815-8f32-a9a3ac6bd17f, 97, 13588, No update data, 9g3qrr4u8jb8
Bird, MEX, abc27593-68a4-4e27-8c21-41bc6ca6a774, 79, 11356, No update data, 9g3qx15j2522
Bird, MEX, c7663d6e-92b4-4c15-a9ae-5d92fe95af34, 98, 13746, No update data, 9g3qrr4uc5dj
Bird, MEX, ab7e8bf1-0ebe-4bc8-b7bb-9e703b1fab0e, 98, 13746, No update data, 9g3qrr4u9q8q
Bird, MEX, 0fec7716-d1b5-4c21-8095-7126ca5ddb20, 92, 13527, No update data, 9g3qrnwx2pt3
Bird, MEX, 71125c7a-4976-4cb5-b7dc-f88a05abd1d2, 96, 14195, No update data, 9g3qrnwx2m7e
Bird, MEX, b6646355-a63a-47a1-b652-a78188932335, 94, 13114, No update data, 9g3qrnwrrc40
Bird, MEX, 8a976037-84cc-4af3-99b0-cedf97276ccb, 81, 11690, No update data, 9g3qrr4vjhke
Bird, MEX, 5ae649f8-abe1-45c3-93d7-3922bfd013c4, 79, 11356, No update data, 9g3qrnwrntfk
Bird, MEX, 1de46640-3af7-4775-b2eb-17a5b3710166, 88, 12859, No update data, 9g3qrnwx0h27
Bird, MEX, 9a922753-3882-4fa2-845d-1078fe4028a0, 52, 6478, No update data, 9g3qrnwrns67
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 96, 13430, No update data, 9g3qrnxzwtdx
Bird, MEX, baab2632-4df5-42b7-be7a-feff70750bf0, 96, 13430, No update data, 9g3qrnxzxnev
Bird, MEX, d598aea2-2fe4-4a7e-aa23-3ab7c53e04a9, 99, 13904, No update data, 9g3qrq8p8j8r
Bird, MEX, d242bd42-9977-4fdb-bc9b-fa4fa0d72978, 90, 12482, No update data, 9g3qrqcs77kx
Bird, MEX, 1fb7926b-f073-4a93-ae0b-7c7cd3e56563, 99, 13904, No update data, 9g3qrq8p812k
Bird, MEX, a348caba-d927-446a-8d04-7b9218023722, 99, 13904, No update data, 9g3qrq8p2nt7
Bird, MEX, 094b804e-9d66-406f-8d12-33b3f6bea730, 99, 13904, No update data, 9g3qrnxzrkrj
Bird, MEX, ecf28973-86e1-40f1-ad9c-56069619a0ae, 99, 13904, No update data, 9g3qrq8p985k
Bird, MEX, deb2734b-cf82-4a5c-b1b7-e9cb46bca9de, 79, 10744, No update data, 9g3qrnww1m84
Bird, MEX, 2a8baceb-f7ce-4e65-a6de-e4e8d8ad28dd, 87, 12008, No update data, 9g3qrr5q3ybt
Bird, MEX, a9da17f1-955f-46ec-96a0-3ffe2ef3ff6d, 75, 10112, No update data, 9g3qrnxyufrs
Bird, MEX, 04b85ce0-bd7f-4946-9f7b-78a238704c8a, 44, 5214, No update data, 9g3qrnwmxqbz
Bird, MEX, ccf89ca3-a118-4478-86bd-9a5d88ca5628, 84, 11534, No update data, 9g3qrr4gprph
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 69, 9164, No update data, 9g3qrqfj7jyr
Bird, MEX, b03b1fb4-9041-4336-93b5-647decf12e6a, 49, 6004, No update data, 9g3qrnsrvvhn
Bird, MEX, f7394197-2087-4ce4-b531-b84d52440467, 88, 12166, No update data, 9g3qrnsrwqup
Bird, MEX, b5f1f714-7144-41da-95eb-cdf35f1510f6, 83, 11376, No update data, 9g3qrnsrs5fu
Bird, MEX, 42544ac3-2d3a-4c76-9821-591eb3be8cb7, 87, 12692, No update data, 9g3qrnw7bptm
Bird, MEX, 1c000296-8eef-4d5e-99ce-a26eb0c07e5b, 100, 14863, No update data, 9g3qrq8y37b3
Bird, MEX, 2e8c03f2-ec50-4515-87fd-46e9d417ea0e, 96, 14195, No update data, 9g3qrnw5t8my
Bird, MEX, feba7922-2c92-4743-ac08-d7c60ce5339e, 96, 14195, No update data, 9g3qrnw5mfs1
Bird, MEX, 37b69fba-9da6-4a14-9707-39492cabff07, 96, 14195, No update data, 9g3qrnw5nuj9
