Bird, MEX, 0feea2ab-559e-4baf-acd1-07d7a343162f, 49, 6004, No update data, 9g3qx2kpvqzc
Bird, MEX, 32a7cbde-2ca1-4d5c-b92e-e65e4a179dc7, 70, 9322, No update data, 9g3qrqnw3y8d
Bird, MEX, a23ae9db-2dd5-41b8-86e5-3a8320d5c3e5, 61, 8350, No update data, 9g3qrqgyyvvf
Bird, MEX, 0c389474-6479-4a7a-b421-35c3ec109e67, 71, 10020, No update data, 9g3qrqgyg083
Bird, MEX, 21e2366b-4780-4811-abb2-65ca93ab240a, 78, 10586, No update data, 9g3qrqs3b88c
Bird, MEX, e05f9038-2de3-4039-a73b-8175719349bc, 85, 11692, No update data, 9g3qrqp4u724
Bird, MEX, 73bcc951-760e-43f8-b0e2-63cdc2485376, 91, 12640, No update data, 9g3qrqkpz1hj
Bird, MEX, 2c8195ca-a0ce-4b76-8ab4-5fe4c4ee28d9, 48, 6179, No update data, 9g3qrqhzyjpm
Bird, MEX, a09add3f-c9fc-422f-b208-5ea16902a63d, 52, 6847, No update data, 9g3qrqhzwn13
Bird, MEX, d956d802-984e-4be8-84bb-217f6742db29, 93, 12956, No update data, 9g3qrqkb8wzp
Bird, MEX, eca290c1-7757-41b5-a4b6-8ae789856091, 93, 12956, No update data, 9g3qrqkb95d1
Bird, MEX, 2f7b47db-693b-4c28-bced-c798d3acb1be, 92, 12798, No update data, 9g3qrqkb8txp
Bird, MEX, 265c5619-b12b-4286-a93b-f59c3e55e313, 69, 9164, No update data, 9g3qrqk8zbd2
Bird, MEX, 787bf98b-2e98-4841-9167-001737f1e113, 87, 12008, No update data, 9g3qrqj8uvc9
Bird, MEX, 15f8bf40-9d5f-42fc-b8ee-644281626d9e, 61, 8350, No update data, 9g3qrqhbsh7p
Bird, MEX, 1fb2a489-7698-4a48-a12e-26e40f992151, 91, 13360, No update data, 9g3qrqh9mmdu
Bird, MEX, 59e90922-ff00-4a34-a787-17e70ee094df, 90, 13193, No update data, 9g3qrqh9mkru
Bird, MEX, 03dd9361-d28c-43fc-96e1-53d08c7f523b, 90, 13193, No update data, 9g3qrqh9mjuw
Bird, MEX, 6294a9f5-0ed4-449c-a338-2f68e683e4a6, 92, 13527, No update data, 9g3qrqh9mk4f
Bird, MEX, 4d5dfce8-d296-4684-af65-02ffa17ca252, 90, 13193, No update data, 9g3qrqh9m3xg
Bird, MEX, ba0648eb-90f6-4a3f-b60b-247539ce1d29, 90, 13193, No update data, 9g3qrqh9m5kx
Bird, MEX, ccef2974-b326-4ebb-ae28-19e20c634a04, 72, 10187, No update data, 9g3qrqhb2x8b
Bird, MEX, 3f9d960a-03bb-446a-bf4b-a40677b75ecf, 90, 13193, No update data, 9g3qrqh5uqn7
Bird, MEX, b4b65d7f-5750-4c78-9a41-aeb9194a5890, 90, 13193, No update data, 9g3qrqh5szck
Bird, MEX, 4d4c893a-5b53-43e6-89bd-6fc06ea46e9f, 90, 13193, No update data, 9g3qrqh5t5ue
Bird, MEX, 14df4ee2-ce36-4169-93d0-4c9cde6a8147, 88, 9086, No update data, 9g3qrqh5myk2
Bird, MEX, 9b7ca55f-0d7d-4170-9034-f08b43c4cf97, 89, 13026, No update data, 9g3qrqh5s8hk
Bird, MEX, e1afe750-c3aa-42ba-9ebf-d3f8a89312a7, 89, 13026, No update data, 9g3qrqh5ejqt
Bird, MEX, 82b9e168-4a67-4967-a55a-f9f724dbc853, 39, 4676, No update data, 9g3qrqh4vxn1
Bird, MEX, 3cea3d84-c7d5-4b18-a369-16dd9c3ffcfb, 99, 14696, No update data, 9g3qrqddwpcj
Bird, MEX, a344f099-559d-4851-8a81-a97fe4bdadfc, 100, 14863, No update data, 9g3qrqddveyn
Bird, MEX, bd66aff8-9f2c-4b54-8d68-557e9aece456, 30, 3173, No update data, 9g3qrmuxv2zf
Bird, MEX, 90f14dd4-a852-44d6-87fb-7f03d3b25674, 100, 14863, No update data, 9g3qrqddv7xu
Bird, MEX, 40245afa-7f70-451c-bdea-f8ba6c71104d, 96, 14195, No update data, 9g3qrqddv6dy
Bird, MEX, 82f371eb-9376-4e75-af16-c7c949307882, 100, 14863, No update data, 9g3qrqddvjhw
Bird, MEX, 5c22c195-0367-44cb-88f3-1524b2212f56, 100, 14863, No update data, 9g3qrqddvhsd
Bird, MEX, 8a073e6f-7697-4321-a14d-884b2d21e9e9, 100, 14062, No update data, 9g3qrqde5erv
Bird, MEX, 2a1562cb-eab2-4e6d-97ff-460eae0c6102, 89, 12324, No update data, 9g3qrqh4e9xv
Bird, MEX, 2640f7a6-9612-4480-a030-fa6b9bc9ca0c, 100, 14863, No update data, 9g3qrqddg9pv
Bird, MEX, deb2734b-cf82-4a5c-b1b7-e9cb46bca9de, 100, 14062, No update data, 9g3qrqdden27
Bird, MEX, 762701c2-5767-4ae1-8e46-60cb02fef5ff, 60, 8183, No update data, 9g3qrq6z8h0t
Bird, MEX, 5d6c4a2c-679c-4bd2-999b-63f8260002ee, 35, 4008, No update data, 9g3qrq6g5gku
Bird, MEX, 47a7e700-3900-4c01-b579-e5f2e54af91a, 81, 11060, No update data, 9g3qrq6g5s3d
Bird, MEX, 9a1133ca-25f0-4f80-8d71-09b5fb2b1933, 51, 6320, No update data, 9g3qrq5bzv4m
Bird, MEX, 4901651c-c8d8-4551-91c0-d6f170ca65d3, 42, 4898, No update data, 9g3qrq5bzdsn
Bird, MEX, 05104e7d-b6f2-4eb7-8573-eab5740cdb77, 70, 9322, No update data, 9g3qrq5n160m
Bird, MEX, 365bbec6-725f-4b21-83f2-b13a65ae6501, 89, 13026, No update data, 9g3qrmu6mhsw
Bird, MEX, 6d1af2a4-c726-4a77-b125-045d338abe31, 89, 13026, No update data, 9g3qrmu6krw2
Bird, MEX, 1b830c6a-e89e-4c4f-9aa4-b0ada390d4d9, 90, 13193, No update data, 9g3qrmu6ebkv
Bird, MEX, d70eb198-9f65-4f53-acfa-310e4744d745, 89, 13026, No update data, 9g3qrmu6kkqk
Bird, MEX, d6dc23bd-a1ee-4de9-b511-0597405a5a28, 89, 13026, No update data, 9g3qrmu6jr4g
Bird, MEX, 820cd8c7-6743-479b-9e38-1bdd492d5167, 90, 13193, No update data, 9g3qrmu6j7xy
Bird, MEX, 55b77c84-5892-4f9a-86ba-74203c9dfdfd, 97, 14362, No update data, 9g3qrmggk8ur
Bird, MEX, 0caed77a-ce91-4ec4-ba60-a40d21273518, 100, 14062, No update data, 9g3qrmggkb13
Bird, MEX, ac90b4f8-4ec5-4ed2-bb64-605c07442409, 92, 12798, No update data, 9g3qrmgghwhm
Bird, MEX, e18937ad-cb42-4245-9a9c-dd667efa9560, 93, 13694, No update data, 9g3qrmgghkbn
Bird, MEX, 0ed291bc-9430-4ea5-a2f2-04c0c2122d0f, 70, 9322, No update data, 9g3qrtdeb1ju
Bird, MEX, d5d779dc-2a86-4778-bb74-2739ada2f2cc, 62, 8058, No update data, 9g3qrmqzgt1v
Bird, MEX, c21c34c1-2b6b-4aea-b8a6-9d799d99af38, 60, 8183, No update data, 9g3qrq979nfp
Bird, MEX, bd365409-6637-42c8-9188-f7fa62a01c3e, 90, 12482, No update data, 9g3qrmqy5u85
Bird, MEX, 0461ec4e-d87a-400b-8779-154a8d9d6391, 83, 12024, No update data, 9g3qrmqyh4g0
Bird, MEX, 1f650892-2b15-4195-8bd3-1b2300737e86, 96, 14195, No update data, 9g3qrms7zcf2
Bird, MEX, a53865ac-7492-4191-87ba-c76491fa6060, 100, 14863, No update data, 9g3qrmfwc85w
Bird, MEX, 1c69ee89-ee46-4f2a-b79c-7586cb6f4e58, 100, 14863, No update data, 9g3qrmfwc702
Bird, MEX, 60e17abf-8e77-4ec3-b091-4ccfc96c1a6d, 99, 14696, No update data, 9g3qrmfwc5fj
Bird, MEX, bfc3d573-8031-402d-b9d1-c348a049e1e1, 99, 14696, No update data, 9g3qrmfwc46h
Bird, MEX, fe8cf847-abf2-45da-a9d7-4aae164314f6, 100, 14863, No update data, 9g3qrmfw9pd4
Bird, MEX, a9979ef7-c217-419e-96b8-ccc8d1790e71, 38, 4509, No update data, 9g3qrmfu9n40
Bird, MEX, 5d7cbba4-5897-430c-900b-50fae75798e2, 69, 9686, No update data, 9g3qrmex1kbq
Bird, MEX, 909ccd79-f0df-4b4c-a0f9-e7af9682228b, 82, 11857, No update data, 9g3qrmewcpdh
Bird, MEX, 26fe5600-3077-41dd-9347-8c5da77b3f7e, 82, 11218, No update data, 9g3qrmewbs0z
Bird, MEX, 098a063d-05bf-4cf6-ab24-a396426531bd, 89, 12324, No update data, 9g3qrmmwjcu6
Bird, MEX, 067d0ab7-d4e2-44bb-a0ca-1af5b330e21a, 82, 11218, No update data, 9g3qx65jhv9q
Bird, MEX, a7bf7208-7e42-4478-906e-301696dd8089, 61, 7900, No update data, 9g3qwbpvy4z0
Bird, MEX, 3f667088-6d81-49d1-b317-d606d0426fe8, 75, 10112, No update data, 9g3qwbpvsux3
Bird, MEX, 50ac8be9-2411-4926-89a0-50b9e228b937, 62, 8058, No update data, 9g3qwbpvf7ru
Bird, MEX, 85e97a58-1d81-4cd7-9e09-fe1f8cdfe982, 45, 5678, No update data, 9g3qwbpq2wcw
Bird, MEX, a5a1f6d0-8a7d-44c9-80d0-1800f742af8a, 78, 10586, No update data, 9g3qwcqxgcve
Bird, MEX, bf77a29b-ee05-492d-a44b-3c7ca5da69bd, 51, 6320, No update data, 9g3qwcqxfxvb
Bird, MEX, 28b491cb-a630-4237-ac0c-02d5bf548f1e, 34, 3841, No update data, 9g3qwbmb1vq6
Bird, MEX, 5220eae4-1dd2-4c92-836b-da915b265841, 67, 9352, No update data, 9g3qwfp4tbef
Bird, MEX, 7cb99c0f-765a-4575-8e0f-4fb57be0466c, 48, 5846, No update data, 9g3qx42uh6tg
Bird, MEX, ffdb3916-57e0-4252-9c0c-ac9953d759c7, 82, 11218, No update data, 9g3qwcu0e4wp
Bird, MEX, e892e7aa-3eb8-4342-bb58-a907cde9fe35, 65, 8532, No update data, 9g3qx4sv433e
Bird, MEX, 8e7c482d-bab3-4dd1-9d91-226b3ad3e7a2, 30, 3173, No update data, 9g3qwfhznb2m
Bird, MEX, a08016a6-5e13-4ae5-9ff6-ff636e69596f, 45, 5372, No update data, 9g3qwb6cyb23
Bird, MEX, 72e36f5b-e676-4e7b-b9ff-81fbb21e0016, 71, 9480, No update data, 9g3qwb6fj9bt
Bird, MEX, ecf6b9ef-4dfe-46e3-ab0b-c85c50341236, 58, 7426, No update data, 9g3qwc47z9ug
Bird, MEX, 7bce7d90-855e-40dc-91cc-7fb37bf56006, 76, 10270, No update data, 9g3qwb6td616
Bird, MEX, 8cd5577b-6311-444b-8083-77e0c8426292, 48, 5846, No update data, 9g3qwcg4xehc
Bird, MEX, 2bfeba7b-95e1-40c0-9834-6db9e124cd1b, 76, 10270, No update data, 9g3qwb6t825n
Bird, MEX, f70e88ab-aa4d-46e3-99b2-0a27eeff256f, 75, 10112, No update data, 9g3qwft89c1q
Bird, MEX, 8f74d211-c301-4bcd-85bd-d6dbedcba3cb, 63, 8216, No update data, 9g3qwft8cvyq
Bird, MEX, 6dc58694-0caf-49e1-bc98-7c7720ca3e34, 80, 10902, No update data, 9g3qwb66fffb
Bird, MEX, ec089296-d03d-4765-832c-499439deffcb, 76, 10270, No update data, 9g3qwb66f8vu
Bird, MEX, 6d07d4ab-20e2-4f75-813b-1cf0a01486ec, 45, 5372, No update data, 9g3qx4btt90w
Bird, MEX, bfc124fd-ad4c-4eee-ab29-6fc7a35e28d6, 57, 7682, No update data, 9g3qwb64fju7
Bird, MEX, 626b0514-a68d-453d-aa40-07a93545e3b7, 36, 4175, No update data, 9g3qwcdpkrj8
Bird, MEX, 332c951c-7154-4bce-a0b8-bc5be9e241e3, 56, 7110, No update data, 9g3qwb9r14xc
Bird, MEX, f5f31094-f89a-4773-a3e7-3b938532b9f5, 72, 9638, No update data, 9g3qwb37w11u
Bird, MEX, 22173ab6-a774-4c45-8799-9299fa8e6eb2, 20, 1503, No update data, 9g3qwf7wqvv3
Bird, MEX, 2eca704a-fe7e-47b7-a99d-a9d0b21baf49, 79, 10744, No update data, 9g3qwc9xtq6q
Bird, MEX, a4d45fc9-5f18-49e2-ac64-d35924aeac3d, 69, 9686, No update data, 9g3qwc9xskbt
Bird, MEX, 0d9ce78f-6a0b-48e7-b754-fe72ebc7ea33, 90, 13193, No update data, 9g3qwcc5d63m
Bird, MEX, 9a2f88c9-6e1e-4938-9d65-bf2b71c4364d, 64, 8374, No update data, 9g3qw9xbscf1
Bird, MEX, 71f233be-6a36-45e8-a7f2-75e62443fd72, 65, 8532, No update data, 9g3qw9xb77k0
Bird, MEX, 962e0420-0e4a-4e1d-abd4-e60ca2a84fc6, 48, 4366, No update data, 9g3qw9rud9jt
Bird, MEX, 6978a15c-60cf-4eb3-a09a-ea551ca614d6, 64, 8851, No update data, 9g3qw9r3h22s
Bird, MEX, 6b4ae729-7a13-4b88-9e03-6cca4f169540, 57, 7682, No update data, 9g3qw9y46hs2
Bird, MEX, 8a24ec29-4bd5-4392-b701-f42a46cf89b6, 54, 7181, No update data, 9g3qw9pnkx7c
Bird, MEX, c3ae0d84-8a55-43dc-86f2-33ab4f23993b, 71, 9480, No update data, 9g3qw9q2dufs
Bird, MEX, 1f3d863a-2f4e-43bf-bebd-f2a3a92e02b5, 76, 10270, No update data, 9g3qw9q277k0
Bird, MEX, a3dd1cdd-17e4-4cb0-b99e-bb2f435c518c, 36, 4175, No update data, 9g3qw9ntf2zm
Bird, MEX, 247ffe2b-c770-4537-828a-087e86b0ed03, 51, 6680, No update data, 9g3qw9ngrjer
Bird, MEX, 9b58b631-8f46-4a6c-aa0b-6acf89470661, 90, 12482, No update data, 9g3qwdqdyhwy
Bird, MEX, d0e345d4-d501-42c7-b2a8-3f6eb8c8583f, 82, 11218, No update data, 9g3qw8zwmrfj
Bird, MEX, 0c16499b-c336-4a88-bd47-ea59bf5ca9aa, 36, 4175, No update data, 9g3qw9nc712u
Bird, MEX, ba93df37-73f8-44ea-ac53-ac5c380e6536, 100, 14863, No update data, 9g3qw9v4b4y4
Bird, MEX, cf0d941c-48dc-48a6-b40f-ea9433047ede, 100, 14863, No update data, 9g3qw9ufxx10
Bird, MEX, 1d5ea118-3214-4e53-a207-9a71749806bb, 100, 14863, No update data, 9g3qw9ufxx10
Bird, MEX, 340119a3-8293-4d60-ae93-1f8f5634ee8b, 100, 14062, No update data, 9g3qwdjx3prd
Bird, MEX, 95246fe2-f4b1-4954-bfcb-2450d60c87e7, 100, 14062, No update data, 9g3qwdjx8dy2
Bird, MEX, ff04ba4e-ac05-41b3-a260-0b6708f18b76, 100, 14863, No update data, 9g3qwdjx8tnr
Bird, MEX, 21e38d7d-1bff-48f0-ab1a-271b81901e7e, 52, 6478, No update data, 9g3qw8z6vgew
Bird, MEX, 3a767eb9-bced-456f-ad96-829432d97e63, 100, 14863, No update data, 9g3qwdhzx45k
Bird, MEX, 3f90f5ae-7b64-49fb-9339-57a10e7939d0, 100, 14863, No update data, 9g3qwdhzwy0j
Bird, MEX, 39574ec5-6f1a-4f96-b620-d5cc586e661c, 100, 14062, No update data, 9g3qwdhzws3c
Bird, MEX, 55aca114-2a0a-4c01-824d-3ed3d9796299, 25, 2338, No update data, 9g3qwb8j97vy
Bird, MEX, 61311d45-d3b5-403b-8dc4-56be9fe2a41c, 87, 12008, No update data, 9g3qwdtdbghk
Bird, MEX, fc2dd20f-88c7-453e-8078-97a1746aa1c5, 52, 6478, No update data, 9g3qw8wn24q4
Bird, MEX, 8f375057-3677-4b71-9aab-adec77f2fbe9, 44, 5214, No update data, 9g3qwb2p0tyq
Bird, MEX, 9d0375c4-6803-4a08-b4a3-045ff9592667, 40, 4843, No update data, 9g3qw95tnksz
Bird, MEX, 75856d1b-80cd-44cb-b411-a9f2613e3b8b, 100, 14863, No update data, 9g3qwd72q0y9
Bird, MEX, 5d49985e-224b-43a1-98c5-d6e21d70f9ee, 100, 14863, No update data, 9g3qwd72qh99
Bird, MEX, c8f6a789-d555-486d-845a-1638f28dd216, 100, 14863, No update data, 9g3qwd72mf77
Bird, MEX, 6775c904-1c77-4d68-9e81-809ba0c872ce, 79, 10744, No update data, 9g3qwg05m90k
Bird, MEX, 8f6b121b-66e0-4da5-91da-6acfbb637ed5, 57, 7268, No update data, 9g3qwds54cdt
Bird, MEX, bb2a6582-adab-483a-aa09-7f03cabd5d4b, 61, 7900, No update data, 9g3qwg1kvv59
Bird, MEX, 2c4d687d-aa06-4f7f-8026-f6d3eeadc415, 49, 6004, No update data, 9g3qw96q54bs
Bird, MEX, 970b4253-cc9a-4b8b-8533-131badf26cc7, 72, 9638, No update data, 9g3qwdu4e5xn
Bird, MEX, 5b098383-823c-4678-a18a-9424240aa6e6, 36, 4175, No update data, 9g3qw93y996x
Bird, MEX, 6b313735-d596-48c5-b5e1-8f0bbb1e1627, 48, 5846, No update data, 9g3qwd30nbqj
Bird, MEX, 200f6a9c-7759-42a8-9ff5-7c1019ea0d47, 63, 8216, No update data, 9g3qwd37bjjb
Bird, MEX, b8df2de8-50c8-4d53-a76c-2aba856b35f2, 48, 5846, No update data, 9g3qwdcxfhh5
Bird, MEX, bb76779f-a26b-4042-b20d-b58a82b8a455, 61, 7900, No update data, 9g3qw3xrx3qr
Bird, MEX, b8d90acd-f48d-4519-89cf-75f0d416eefb, 58, 7426, No update data, 9g3qwe6xx3c7
Bird, MEX, 10d2616f-9fd6-4f41-baef-9365819c2539, 52, 6478, No update data, 9g3qwe6xm9nm
Bird, MEX, 8b26daf9-a73d-4ea6-bb4a-51155a526c01, 48, 5846, No update data, 9g3qw6nftg53
Bird, MEX, 4ff72b93-e695-4d89-82ef-22be71b59808, 48, 5846, No update data, 9g3qw6qfyynp
Bird, MEX, 5025c01d-158f-4599-9e08-7a7f318d96ef, 71, 10020, No update data, 9g3qw6qvytfy
Bird, MEX, 0149f2e3-0087-4e04-99d4-17d90cd46d2d, 20, 1422, No update data, 9g3qwef9kvwb
Bird, MEX, f0d63a82-e615-4260-98cd-888dc4350447, 45, 5372, No update data, 9g3qwef9tvgm
Bird, MEX, fd045d80-3d23-40ff-9dbb-a0ca855fd917, 39, 4424, No update data, 9g3qwef9tpjh
Bird, MEX, b84172a8-9455-409f-a948-d1c79a923c6e, 54, 7181, No update data, 9g3qw6znb3fv
Bird, MEX, 313b2759-6df8-4dfa-a0b7-d4a94d9e45ad, 58, 7426, No update data, 9g3qrn7xnzjs
Bird, MEX, 7a657e3b-1042-421b-a2bb-adba3b2db196, 53, 7014, No update data, 9g3qrn7ww6vq
Bird, MEX, c16c8893-ed87-4ca2-b345-40f812c9c12c, 100, 14062, No update data, 9g3qrn5p9pcu
Bird, MEX, 2b677e56-493a-4567-bc7f-1b1428deeb5e, 100, 14062, No update data, 9g3qrn5pfxhc
Bird, MEX, 7b68ff00-f64a-46ea-9d30-596f3ed3770a, 100, 14062, No update data, 9g3qrn5p9wem
Bird, MEX, d5c6bbb1-7b56-493b-a2e8-e000f096d38a, 100, 14062, No update data, 9g3qrnkkqgv9
Bird, MEX, 4521d046-9833-459e-8b52-5f7c13afcc7d, 100, 14062, No update data, 9g3qrnks2j03
Bird, MEX, 12f22942-6388-4385-8307-5f63b4eccc74, 100, 14062, No update data, 9g3qrnkkr8vp
Bird, MEX, 183614bc-a77b-44be-8792-a6c66bc4ebc4, 52, 6847, No update data, 9g3qrn48fue1
Bird, MEX, c5ab1fec-28d5-43a9-b4d2-fd63efc1371f, 61, 8350, No update data, 9g3qrnqb9ter
Bird, MEX, ee1c3453-cd24-41d3-b5df-37dca4bc392f, 79, 10744, No update data, 9g3qrjz4crbp
Bird, MEX, b19a1e59-c0d4-4483-a57a-46df3fbaefe0, 81, 11690, No update data, 9g3qrnpzs1ru
Bird, MEX, b9534c7e-d04c-444c-b38e-049669b81bd7, 81, 11060, No update data, 9g3qrjyfzdkh
Bird, MEX, 1dd30c14-902d-400d-9a0e-e06c9a2591e8, 81, 11060, No update data, 9g3qrnqcvnkm
Bird, MEX, e6c4d263-4245-427e-9d85-6efe15b04482, 100, 14863, No update data, 9g3qrnrby1rq
Bird, MEX, b728f775-67c9-4126-9d34-f5705ee759e7, 51, 6320, No update data, 9g3qrnrbvtjy
Bird, MEX, 1d402812-b543-4254-9189-e922bf6e997e, 84, 11534, No update data, 9g3qrnrby7k6
Bird, MEX, 62635893-5166-40ea-9213-9d2b196d9c7d, 57, 7682, No update data, 9g3qrnrbvzh1
Bird, MEX, 1cc4d66b-bfec-4132-9c55-5e7789d75aaa, 99, 14696, No update data, 9g3qrnrbyp11
Bird, MEX, 096dde0f-fb0b-4860-ae8e-7ed9f2f345f2, 100, 14863, No update data, 9g3qrnrbypp3
Bird, MEX, 2534be95-c004-44f7-812d-56eca2cf1b4f, 85, 12358, No update data, 9g3qrnrcp4gb
Bird, MEX, 4a6bf1db-bb1f-4219-9a09-2b53812a989e, 74, 10521, No update data, 9g3qrq0q8sqz
Bird, MEX, 2650d842-0a65-41f7-9cde-786c4e54ee48, 74, 10521, No update data, 9g3qrq0qb758
Bird, MEX, 10ffbbb2-add7-4443-aa19-fafc974c2154, 99, 13904, No update data, 9g3qrmb48gec
Bird, MEX, 858c8c65-bd75-4757-b743-65eaf262bab4, 100, 14062, No update data, 9g3qrmb4825s
Bird, MEX, 5d43bcac-8152-402a-9b9a-defe6e55d88a, 100, 14062, No update data, 9g3qrmb49h6p
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 100, 14062, No update data, 9g3qrmb42w8d
Bird, MEX, 4949bb9b-aaf0-40db-834e-375cd0e270bc, 100, 14062, No update data, 9g3qrmb42y7b
Bird, MEX, e711b4c2-5dbb-41a0-a6c7-8e4fcbafbc96, 100, 14062, No update data, 9g3qrmb42dwc
Bird, MEX, f7fa3b5b-aa47-4d6a-b3c1-94e76e6d1838, 100, 14062, No update data, 9g3qrmb42g7y
Bird, MEX, c46a5db9-e572-4f78-a8c6-034d7a81d5fd, 100, 14062, No update data, 9g3qrmb431fj
Bird, MEX, a18a1ba0-e569-49fe-934f-f7eb73e1253c, 99, 14696, No update data, 9g3qrmb41p6j
Bird, MEX, 213b2618-eaf6-478e-bc6d-32b17401614f, 92, 13527, No update data, 9g3qrjxpbhjr
Bird, MEX, a2c4a5f2-1efd-4782-9135-0db99b1a9bc1, 98, 14529, No update data, 9g3qrjxpbh0r
Bird, MEX, d0cdbb47-a2df-48a1-8556-131232e5c66e, 94, 13861, No update data, 9g3qrjwzzdsj
Bird, MEX, c9ecd76a-e567-4807-b7e6-f3d8f8066932, 80, 11523, No update data, 9g3qrq0mxzfk
Bird, MEX, 8d7471aa-4e32-447a-8e93-976f79b5b1fc, 42, 5177, No update data, 9g3qrjzbd98j
Bird, MEX, ea1b09ff-7d71-4bed-a59a-4c96d7ad2293, 80, 10902, No update data, 9g3qrmbxjw0y
Bird, MEX, a56a58da-4707-4746-beda-deaf1818496b, 53, 6636, No update data, 9g3qrjwwumc1
Bird, MEX, 6e9bbbb2-5c7f-42c3-807a-b3508491fd32, 38, 4509, No update data, 9g3qrnjwy0z4
Bird, MEX, 8614de40-02ff-4eb3-973b-9ddb4018ae61, 67, 8848, No update data, 9g3qrmby1sgq
Bird, MEX, 2174d982-0bbf-453a-b37e-27a7fc181963, 100, 14062, No update data, 9g3qrnjx2csg
Bird, MEX, 49de43e9-de9c-48f1-9207-257cb535d300, 100, 14062, No update data, 9g3qrnjx3j1c
Bird, MEX, 592cbdb2-2ccd-4c97-bf93-451a46cd98c7, 100, 14062, No update data, 9g3qrnjx2vhc
Bird, MEX, e5f37027-f52c-46db-a502-53d76065d782, 71, 9480, No update data, 9g3qrmbyj1ud
Bird, MEX, 973e00bb-9053-4d2f-92d3-c0a1472a8d4e, 48, 5846, No update data, 9g3qrmbf34ed
Bird, MEX, 0cca98cb-85a2-4072-9fd5-d77657c3cbe8, 85, 12358, No update data, 9g3qrq2qs3wn
Bird, MEX, 4619c173-46a9-4879-80d6-39af7418e3b4, 100, 14863, No update data, 9g3qrmch6ye4
Bird, MEX, e5bea980-ba2a-43f9-8354-3fa02349f39b, 93, 12956, No update data, 9g3qrq2qub93
Bird, MEX, 1e8a2823-3bb5-4401-b62e-1bf710ca5eea, 100, 14863, No update data, 9g3qrmchequw
Bird, MEX, 1d195da3-bb77-43e5-b3c7-0f9a12380fdb, 98, 14529, No update data, 9g3qrmche3h9
Bird, MEX, 531d3d05-37a9-4428-9516-0da88cab5775, 100, 14863, No update data, 9g3qrmcheyuy
Bird, MEX, 47fdcfbb-82a4-42db-9f0f-3c76a9fb9de1, 100, 14863, No update data, 9g3qrmch78pc
Bird, MEX, f0e5f4c7-959c-4b62-94d9-b2e71a7a09df, 98, 14529, No update data, 9g3qrnmzru45
Bird, MEX, 0db7f291-2ffe-4fb7-9804-77ddea61835b, 100, 14863, No update data, 9g3qrnmzxbf0
Bird, MEX, 5726f868-b3c8-409a-b211-64bc3610326e, 100, 14062, No update data, 9g3qrnmzqx4q
Bird, MEX, 1f48fb27-d30a-48c6-95ce-f2a7ca904108, 100, 14062, No update data, 9g3qrnmzqqk1
Bird, MEX, 841068f2-7d6b-4715-aa30-b5e553a7955b, 100, 14863, No update data, 9g3qrnmzwu0t
Bird, MEX, 31c64135-f982-45d1-97c0-4eca9674c1da, 98, 14529, No update data, 9g3qrmbbyg8e
Bird, MEX, 33fb6315-9c6c-4f3a-af58-7645f8863cd4, 100, 14863, No update data, 9g3qrmbbzqxp
Bird, MEX, 15db0b3f-dbbd-45ee-a651-f9954a4109d7, 97, 14362, No update data, 9g3qrmc0bewg
Bird, MEX, 691d00a2-90c1-41a5-81ce-7fd8a1745499, 100, 14863, No update data, 9g3qrq16hczd
Bird, MEX, e9fe73b4-0cea-4606-ad1f-8ba1465af686, 99, 14696, No update data, 9g3qrq13uvrx
Bird, MEX, 103d3e7a-2550-4534-9eee-aeb7c8473e00, 100, 14863, No update data, 9g3qrm8ttjsw
Bird, MEX, 75955305-ed9e-4c4f-b558-f90ba2a261cf, 100, 14863, No update data, 9g3qrm8tvfh4
Bird, MEX, 7a6d407f-ac1a-4496-957e-30965bfd8b2f, 100, 14863, No update data, 9g3qrq16jjk8
Bird, MEX, 04fa4ce2-73c2-4b16-9d8d-ccfafda6149c, 100, 14863, No update data, 9g3qrq16jk4b
Bird, MEX, 8ef867d2-86d6-4d21-b11a-4e404813f033, 100, 14863, No update data, 9g3qrq16jqxb
Bird, MEX, 0820912d-7d79-4f1b-b7d8-f42d23101d0b, 99, 14696, No update data, 9g3qrm8tyf2e
Bird, MEX, 4bb34767-ffda-4ef1-966a-5f0d1be969a4, 92, 13527, No update data, 9g3qrm8twnp2
Bird, MEX, a759f505-d093-4000-9078-90424f223e5e, 100, 14863, No update data, 9g3qrm8twqk6
Bird, MEX, b2d0a4fd-90b4-45d4-954b-2f5214ec72f2, 99, 14696, No update data, 9g3qrm8ttbsp
Bird, MEX, 4704be31-aaad-4f98-b85e-eadb679391b2, 100, 14062, No update data, 9g3qrq16np3j
Bird, MEX, 56be772c-87bd-4a53-8710-399936a36620, 100, 14863, No update data, 9g3qrq16q011
Bird, MEX, 42b33d06-30bf-47df-a2e1-b34de9d3da72, 98, 14529, No update data, 9g3qrm8tw7u7
Bird, MEX, 13fb8fac-637d-4c95-a4e8-24378595f191, 100, 14863, No update data, 9g3qrm8tw6s7
Bird, MEX, dc93188f-dac2-4279-8288-6836efd676f9, 100, 14863, No update data, 9g3qrq16nqs2
Bird, MEX, 34d430de-9f62-414e-a41a-84c81a4cdb75, 100, 14863, No update data, 9g3qrm8tx68g
Bird, MEX, 9f7d996c-4dca-4242-b1b6-a3306298660d, 100, 14062, No update data, 9g3qrntby5zq
