Lime, ATL, SAN, high, 20760, 2019-08-13T00:37:19.000Z, dn5bpufr34mt
Bird, MEX, 40448441-7f88-4aed-9cf5-37767e7ee2dd, 52, 6478, No update data, 9g3qxcbn2m6y
Bird, MEX, e7cf59b0-768c-49b6-8032-098c1a643c82, 75, 10688, No update data, 9g3qrwc1qutz
Bird, MEX, dc90d3e4-1e7c-4e32-abd7-8514a338b1f9, 98, 13746, No update data, 9g3qrwc1r46b
Bird, MEX, d96ce402-e456-4a64-8847-53968cdf346f, 98, 13746, No update data, 9g3qrwc1sf9s
Bird, MEX, af29da6c-8239-4831-b6da-7bacf0bd466c, 47, 6012, No update data, 9g3qrwc1q84f
Bird, MEX, f98451f5-f199-443f-bc51-697564666377, 82, 8378, No update data, 9g3qrwc1nvvu
Bird, MEX, d2b92387-ff28-4be1-87af-00dac8236dc8, 98, 13746, No update data, 9g3qrwc1ngjg
Bird, MEX, b5fadabd-1c60-446e-8ca7-a2f9f1912ad0, 96, 13430, No update data, 9g3qrwc1ec8n
Bird, MEX, 1ef274d4-8a36-4fac-ba02-17bb35defcbd, 45, 5372, No update data, 9g3qx9fvvk51
Bird, MEX, 715dcfe3-8c8e-4207-88a0-a2ecd62265cc, 39, 4424, No update data, 9g3qrwbkz615
Bird, MEX, 602f512f-30a2-4dd8-bf9a-80f233f1967e, 83, 11376, No update data, 9g3qrwd7146r
Bird, MEX, fb8e76f2-54bc-4365-bb06-34cefca69f98, 72, 9638, No update data, 9g3qrwd6cx7g
Bird, MEX, d626cd79-caf6-439c-88bc-73cd5c2cdf2b, 96, 14195, No update data, 9g3qrwd6ct5y
Bird, MEX, fa75bc7e-91b8-451c-bab9-850895ac7350, 47, 6012, No update data, 9g3qrwbkqrue
Bird, MEX, 91d65eac-b34c-45e7-be6d-f6b68c2a8b3c, 76, 10270, No update data, 9g3qrrpmjbgn
Bird, MEX, 30d7f1d1-957e-4cf3-a93f-db7f46e8d5dc, 70, 9322, No update data, 9g3qrwd9d4gy
Bird, MEX, 3b1f6e19-ad8a-403d-8cdd-c8b0cad9c09c, 74, 9954, No update data, 9g3qrwbbuzxy
Bird, MEX, 870d9ad0-929c-49fd-8339-e806588c4d83, 78, 11189, No update data, 9g3qrwbk7u8p
Bird, MEX, e74cd141-086b-40dc-81ee-6f71df179d69, 98, 13746, No update data, 9g3qrw9mwhpw
Bird, MEX, dd646694-d668-4ae3-9e8f-41af1e682947, 98, 13746, No update data, 9g3qrw9mtx85
Bird, MEX, a5fc0dd2-6266-4729-aa2d-3f9fee257826, 96, 14195, No update data, 9g3qrw9mv0hz
Bird, MEX, bc95b9b5-41c7-44d4-ad12-b19bb6b4e9ca, 91, 13360, No update data, 9g3qrw9mubce
Bird, MEX, 6939ccf5-a76a-42ab-aad7-5b27860f237f, 96, 14195, No update data, 9g3qrw9msgxf
Bird, MEX, 7c8455ec-582b-4cc9-8f4d-4fd81358b886, 40, 4843, No update data, 9g3qrwbjhj71
Bird, MEX, 9f1b4fd5-a49e-46c1-815f-94ec9f445bdf, 92, 12798, No update data, 9g3qrwbhnkst
Bird, MEX, 597163a8-d30a-4c8e-8fde-3ff4d5e185ea, 91, 12640, No update data, 9g3qrw9m3hxr
Bird, MEX, 5f794cdb-0ecc-4c78-bdf1-3db4019777c1, 66, 8690, No update data, 9g3qrwb5uvxb
Bird, MEX, 753e96db-aced-4ad2-928d-aeaf64be46da, 87, 12008, No update data, 9g3qrw9jt8qn
Bird, MEX, 3a2f908d-6afa-42a5-aba9-cda5746b82fa, 85, 11692, No update data, 9g3qrw97w13k
Bird, MEX, c8b7d6ea-8d97-4853-b841-6618f6145344, 27, 2528, No update data, 9g3qrrph5s1c
Bird, MEX, ebba2e07-2572-4ef1-8d12-8cf896b8ae4a, 63, 8216, No update data, 9g3qxcf7k6qe
Bird, MEX, 369150b9-875a-4b41-9945-be1a4ea4a5a1, 91, 12640, No update data, 9g3qrw9htg70
Bird, MEX, 81970746-44c4-4830-9efe-755d432e332a, 63, 8684, No update data, 9g3qxf112e95
Bird, MEX, f05fc80f-f3a5-4acc-b673-19166deac425, 75, 10112, No update data, 9g3qxf1175wg
Bird, MEX, 25162e34-dd92-4f96-9f42-28e16481d9f7, 58, 7849, No update data, 9g3qxf11f0un
Bird, MEX, 86775db7-cf5f-413a-b415-682906457aca, 79, 10744, No update data, 9g3qrw8v5k7e
Bird, MEX, 0ed291bc-9430-4ea5-a2f2-04c0c2122d0f, 65, 8532, No update data, 9g3qrw93xfzw
Bird, MEX, ca85b8b8-75e2-4a9e-b988-a70467097da7, 88, 12166, No update data, 9g3qrw93qtzz
Bird, MEX, 53ad64d4-30e9-4300-8a0f-7b0d9e4a9139, 52, 6847, No update data, 9g3qrrnsy5re
Bird, MEX, 18e40c5b-13e5-475f-b39b-10a5a98c7334, 57, 7268, No update data, 9g3qrwk8jq5n
Bird, MEX, 57123402-2c64-4ef4-9408-fa0dbf57ca01, 53, 7014, No update data, 9g3qrw8q2fs1
Bird, MEX, 652a0536-b8e5-4072-a216-67e7d7c306ca, 60, 8183, No update data, 9g3qrw8npbde
Bird, MEX, 1b2ff0b9-0372-48ab-8ddf-d2f7d4b0797e, 76, 10270, No update data, 9g3qxdkbzyx9
Bird, MEX, 3f258e8a-f3d3-40f0-9324-aeeb74939f76, 52, 6478, No update data, 9g3qrwjqks5e
Bird, MEX, 3b2a3c12-f442-4799-9882-02959f200f21, 49, 6346, No update data, 9g3qxdkcn94c
Bird, MEX, 555a8119-eb7e-4936-a879-1ca936e11fd1, 57, 7682, No update data, 9g3qxdk8y6hw
Bird, MEX, 039fd2c7-6bd5-47e4-adcd-14bf7f41d1d8, 74, 10521, No update data, 9g3qrrn97126
Bird, MEX, b3eec7f3-f39a-44b6-a848-0ef954edb7aa, 51, 6320, No update data, 9g3qrrn96b7k
Bird, MEX, 01767ad7-1a47-41a7-8719-98b6547bca7f, 85, 11692, No update data, 9g3qrqz5sv3w
Bird, MEX, 35f9cf14-cdb8-4a9f-a3dd-4d064cc4a4f9, 93, 12956, No update data, 9g3qrqz5st7q
Bird, MEX, e83d4d1f-ead4-4b66-bcc4-10ee7453a8a1, 65, 9018, No update data, 9g3qrw86hvzu
Bird, MEX, fef438bc-78c4-4dff-aa31-72b25e42c177, 43, 5056, No update data, 9g3qrqz59ywv
Bird, MEX, 8262909f-1c47-453d-b8c9-def4ae2c4816, 47, 6012, No update data, 9g3qrqxwcgyy
Bird, MEX, 28f2aaa0-bce8-455a-b192-cc743a27ac54, 99, 13904, No update data, 9g3qrqygft80
Bird, MEX, b96e0327-1eda-40dc-8df5-616d5a0869b4, 88, 12166, No update data, 9g3qrqyczy4k
Bird, MEX, 067d0ab7-d4e2-44bb-a0ca-1af5b330e21a, 76, 10270, No update data, 9g3qx65m835y
Bird, MEX, c448110f-f5be-4d60-aea4-02e5ab1de13f, 52, 6478, No update data, 9g3qx6hdcde8
Bird, MEX, 2834a400-5b1e-4abd-ba53-0b8718b8a2d9, 45, 5372, No update data, 9g3qx1z77yhd
Bird, MEX, 75a20529-bce1-4e8d-ae1d-3e3493a6a3b2, 60, 7742, No update data, 9g3qx6jejkzb
Bird, MEX, ebd24580-0da4-45d8-88ec-b797041a9018, 84, 11534, No update data, 9g3qx4sv0ghz
Bird, MEX, 053a44d7-a473-41e6-bd95-c0328d7e3293, 78, 11189, No update data, 9g3qx4sv01m7
Bird, MEX, b0bb05e8-df70-4e2f-b18f-1ef393c5d5a3, 84, 11534, No update data, 9g3qx4v4w9d2
Bird, MEX, b828c473-1a2a-440d-9278-808eb2998382, 49, 6346, No update data, 9g3qx45qq3tr
Bird, MEX, 62243135-9a20-4a39-a497-cc82086c50dc, 83, 12024, No update data, 9g3qx16e2xq9
Bird, MEX, fa6d6dac-8509-43d6-af60-a33240a73acc, 47, 6012, No update data, 9g3qx4ey5113
Bird, MEX, 202439d1-5dff-4af9-bed6-de3cf54c9926, 92, 13527, No update data, 9g3qx16568hv
Bird, MEX, b485fcc2-496a-43c9-bb8c-18abacf5aabb, 53, 7014, No update data, 9g3qx444yrv3
Bird, MEX, e63bfe54-3792-4c92-9f0d-6da07eee8d5e, 52, 6847, No update data, 9g3qx14pdr9w
Bird, MEX, 542ec311-3ff0-4559-b963-403c49668ac7, 46, 5530, No update data, 9g3qrqybzz46
Bird, MEX, 88bbb651-cd79-41c4-8730-a1504101cd9a, 85, 12358, No update data, 9g3qrqyby96x
Bird, MEX, af25ac7f-7488-46a2-bba8-227d573f4899, 79, 11356, No update data, 9g3qrqybwn9m
Bird, MEX, 3e39d5b0-568d-4def-8628-a2b5c1893684, 69, 9686, No update data, 9g3qrqyjyrkk
Bird, MEX, 3fc79a4b-9f20-41ba-bd18-4ff89eb34e4c, 76, 10270, No update data, 9g3qrqvyj6fc
Bird, MEX, 2adc703e-2001-444f-a2c0-c6e512e6fe77, 89, 12324, No update data, 9g3qrqy1sux8
Bird, MEX, 286f8651-4cc8-4960-a6e8-820dc6bf0c76, 65, 9018, No update data, 9g3qrqy1hte6
Bird, MEX, b5ed1b54-6058-4c55-b22f-91e187824b46, 83, 11376, No update data, 9g3qrqtxss5q
Bird, MEX, 25cfb5d7-49d6-42a0-9441-54fb6afe8a9d, 80, 10902, No update data, 9g3qrqw4wujy
Bird, MEX, a61428f1-a0e2-4a3c-93b9-4d1385d25a48, 96, 14195, No update data, 9g3qrw2nkkwr
Bird, MEX, b34764a8-3864-4656-9240-44cd702fd848, 94, 13861, No update data, 9g3qrw2n765x
Bird, MEX, df93345a-4f11-4909-8624-0e716358e24b, 94, 13861, No update data, 9g3qrw2nhp7n
Bird, MEX, e9e2d3de-8166-4982-bbda-4ae923998cfe, 92, 13527, No update data, 9g3qrw2nhjgh
Bird, MEX, 4e1e88c1-1417-42d6-a3ce-dbde7a39206b, 54, 6794, No update data, 9g3qrqrtsgce
Bird, MEX, bd4f05b1-3d1d-4c8a-8604-2f5eeb186834, 56, 7515, No update data, 9g3qrqv285vs
Bird, MEX, 2df945b9-1090-4827-8597-8054e16a10cf, 49, 6346, No update data, 9g3qrqqt987w
Bird, MEX, 265e49bb-58ef-41e2-845e-a391477aba41, 99, 13904, No update data, 9g3qrqquj6zc
Bird, MEX, b8b70173-8d1f-4bd2-b0c9-6939480df112, 97, 13588, No update data, 9g3qrqqgvrrg
Bird, MEX, 803bd670-1aa2-4f5a-822c-8f5a942b6a74, 70, 9853, No update data, 9g3qrrh8n4c3
Bird, MEX, c7114e2c-0905-4d61-9920-42fad589c507, 82, 11857, No update data, 9g3qrrh3kq85
Bird, MEX, 9d9a3ec4-8f60-439b-8695-cbd9ee9b8561, 55, 7348, No update data, 9g3qrrh31gng
Bird, MEX, 1edf68d5-b730-48b5-b90a-f83781606aa4, 49, 6346, No update data, 9g3qrquptq4f
Bird, MEX, 9addfaad-3210-42cc-95ef-73fdc32e64fa, 65, 8532, No update data, 9g3qrrh04b52
Bird, MEX, 8cc971a7-fa87-4801-91bd-10533cd2efcf, 69, 9164, No update data, 9g3qrqnxhu9s
Bird, MEX, 25961c1b-5404-4b1a-aeba-bb6b90080ad3, 38, 4509, No update data, 9g3qrqnxhm20
Bird, MEX, 5704481c-ce9c-4984-b3fe-3309b2bb35c6, 93, 12956, No update data, 9g3qrqupd07x
Bird, MEX, 52ef40ac-7cbf-45c9-824a-66d0a67a0427, 31, 3340, No update data, 9g3qrqnwgpwt
Bird, MEX, 667ba7ba-9dcf-4bcf-b265-20918b3797ae, 65, 9018, No update data, 9g3qrqnwv1hs
Bird, MEX, 5314e9b2-4b58-4fd5-a271-6f6da52cb824, 52, 6847, No update data, 9g3qrqnwfp5c
Bird, MEX, 8793b646-0ae1-44fd-b939-448a4d202166, 53, 7014, No update data, 9g3qrqnw67f1
Bird, MEX, 0c389474-6479-4a7a-b421-35c3ec109e67, 60, 8183, No update data, 9g3qrqgvwyvz
Bird, MEX, c2fa3a44-a28b-4a9a-8d51-50a92f75fceb, 65, 8532, No update data, 9g3qrqp4x71p
Bird, MEX, f39e23fa-a4b7-416f-99d1-27a58adaaa4b, 83, 12024, No update data, 9g3qrqevq4pr
Bird, MEX, 5a3d452e-d2bc-4b95-8ab4-d78fe0fd4d24, 83, 12024, No update data, 9g3qrqevsr85
Bird, MEX, 0264dc96-f98c-4e17-b0f9-144cedc198c2, 64, 6254, No update data, 9g3qrqg9uv1q
Bird, MEX, d58b661c-d92c-4be2-91b1-2e3842a6e96c, 93, 12956, No update data, 9g3qrqg9cyqw
Bird, MEX, 1d818a0b-bad3-4f7f-a16a-a1379c554144, 58, 7426, No update data, 9g3qrqkbby7v
Bird, MEX, 8f454d4f-e588-4d12-b555-8485cf984691, 78, 10586, No update data, 9g3qrqhztew1
Bird, MEX, c5fc83bb-650f-4884-b482-064c01513d94, 69, 9686, No update data, 9g3qrqn3m76z
Bird, MEX, eca290c1-7757-41b5-a4b6-8ae789856091, 88, 12166, No update data, 9g3qrqk8ywpe
Bird, MEX, 3ff3edd8-553c-4ab9-b619-5ea8f66ed0c3, 80, 10902, No update data, 9g3qrqk1kmyq
Bird, MEX, 7974228b-748e-4ce0-acf0-0c07c4908c14, 74, 10521, No update data, 9g3qrqe8008e
Bird, MEX, 73f71dcc-edb9-4c9d-b136-10bb2774efd0, 74, 10521, No update data, 9g3qrq7xb7eu
Bird, MEX, 8248cfb4-ab2a-4c64-b0ec-bdcd4d344b7e, 76, 10855, No update data, 9g3qrq7rzz43
Bird, MEX, e6851332-d150-4f99-832d-fa1f264f27c4, 76, 10270, No update data, 9g3qrw41n9zf
Bird, MEX, 912ff018-099d-4cf5-8ca4-860f4c6a4b7c, 76, 10855, No update data, 9g3qrw40y1rw
Bird, MEX, 4d4c893a-5b53-43e6-89bd-6fc06ea46e9f, 65, 9018, No update data, 9g3qrw401syk
Bird, MEX, 1b95e532-e0b1-4e8c-9a11-92c10aa178b5, 65, 8532, No update data, 9g3qrqfu7jq7
Bird, MEX, a0e76f46-dfdf-455d-82f9-2a40a1c7c788, 60, 7742, No update data, 9g3qrqfu50q6
Bird, MEX, cadae79b-2cc0-4e59-ae68-6b363d142f3b, 49, 6004, No update data, 9g3qrqj2fd2h
Bird, MEX, 146617df-7593-4d59-90e1-ef93f831f844, 94, 13114, No update data, 9g3qrqj2ct5t
Bird, MEX, 242d989e-9376-4950-b9ff-c455847cef1c, 56, 7110, No update data, 9g3qrqhnzvf3
Bird, MEX, 1dbf4180-def8-4a7e-ade4-b1a8bded8017, 74, 10521, No update data, 9g3qrqj2dcem
Bird, MEX, 10f987de-cd02-40c6-93cd-1cbac04e129c, 80, 10902, No update data, 9g3qrqj299gx
Bird, MEX, d2177283-ad35-46fe-803a-27db5823167b, 85, 11692, No update data, 9g3qrqfeyuvu
Bird, MEX, 25cf9ae9-b55d-4ba6-92d0-4eda5a7b9754, 97, 14362, No update data, 9g3qrqh9wsrx
Bird, MEX, f7e8f4e9-ab23-4d95-857d-f13c918f9ff0, 97, 14362, No update data, 9g3qrqh9t8nh
Bird, MEX, 9a59046e-d7a7-4062-b01b-839f4d21bd60, 93, 13694, No update data, 9g3qrmvny3kq
Bird, MEX, 5647dbcf-ae02-4f5d-94d1-3f59c22acce3, 97, 14362, No update data, 9g3qrqh9jqpy
Bird, MEX, 7a387d8e-5f95-4b0c-9ad8-5b2ec9cba4c2, 98, 14529, No update data, 9g3qrqh9n3hr
Bird, MEX, 12017224-29d7-4fed-abac-489593a9c403, 66, 9185, No update data, 9g3qrtcuz4dy
Bird, MEX, 2d19876f-e582-4447-84aa-3bc87cd310d3, 99, 14696, No update data, 9g3qrqh9hvxd
Bird, MEX, 232493d4-b8c9-4700-9578-7577d2fad8fa, 64, 8851, No update data, 9g3qrq7929qc
Bird, MEX, 825240a2-7e17-4ada-b7c9-cce03d31a0f6, 96, 14195, No update data, 9g3qrq73rvfq
Bird, MEX, c18d6dd9-d4bf-4fdb-919d-b52671d2b7f9, 94, 13861, No update data, 9g3qrq73rws4
Bird, MEX, 9de06bee-ec02-4284-9777-853a0adea2f9, 98, 14529, No update data, 9g3qrq73r7pj
Bird, MEX, 26593bba-b218-4d67-a43b-338d66acf105, 96, 14195, No update data, 9g3qrq73r60z
Bird, MEX, 6e3a6a0c-24b4-4b26-88b7-709c9e5d7b69, 97, 14362, No update data, 9g3qrq73pbd7
Bird, MEX, 9b7ca55f-0d7d-4170-9034-f08b43c4cf97, 78, 11189, No update data, 9g3qrqh5g1qw
Bird, MEX, 53c117e6-9625-4fcd-9422-3f20a87dbb4b, 93, 13694, No update data, 9g3qrqh5s38n
Bird, MEX, 5c22c195-0367-44cb-88f3-1524b2212f56, 91, 13360, No update data, 9g3qrqdeqpx2
Bird, MEX, aac7ea9c-f3a6-41f3-8bdc-55a514a56ba6, 61, 8350, No update data, 9g3qrqh5ee99
Bird, MEX, 2a2cedb4-0e25-49fd-85f6-cf3896f94415, 63, 8684, No update data, 9g3qrqh8k4e1
Bird, MEX, 82b9e168-4a67-4967-a55a-f9f724dbc853, 30, 3173, No update data, 9g3qrqh5d79c
Bird, MEX, 82f371eb-9376-4e75-af16-c7c949307882, 90, 13193, No update data, 9g3qrqdem5u9
Bird, MEX, 40245afa-7f70-451c-bdea-f8ba6c71104d, 78, 11189, No update data, 9g3qrqdduzxt
Bird, MEX, 50a399bb-d253-4113-8574-15f363bb3203, 79, 10744, No update data, 9g3qrqdduz9m
Bird, MEX, 34282fb3-9357-4808-a12c-555d535668bb, 52, 6478, No update data, 9g3qrqh4cvqx
Bird, MEX, bf30b4b9-eca8-484f-9839-126e3224e236, 38, 4509, No update data, 9g3qrq72e3hd
Bird, MEX, f7687d1c-aca0-4f70-90f2-f4c5692a11dd, 79, 11356, No update data, 9g3qx10b2hmp
Bird, MEX, 022c22a1-1858-4849-9b8c-916289397f49, 39, 4424, No update data, 9g3qx136nzbe
Bird, MEX, f64939cb-c6eb-42b4-bbb9-26f44eabc7cb, 31, 3160, No update data, 9g3qx12k083s
Bird, MEX, a2d7d22d-3f5c-4f65-bf12-93d3d07e0563, 52, 6478, No update data, 9g3qwbz67mh7
Bird, MEX, c6d74584-7c2a-4643-966b-2b7122d16518, 72, 9638, No update data, 9g3qwcn6f4ht
Bird, MEX, a3401a23-7690-40c1-9682-fc4d40d02b06, 84, 12191, No update data, 9g3qwcwg8m5q
Bird, MEX, 50e496fe-acc6-47ca-a5b8-1efbc60c2a05, 56, 7110, No update data, 9g3qwcmcr05t
Bird, MEX, aad21831-d491-4fd9-94d9-d973a1c56486, 76, 10855, No update data, 9g3qwbtfbjbh
Bird, MEX, e76caa8f-bedf-4b12-bad9-d124a2fd7bc1, 69, 9164, No update data, 9g3qwcjqjzec
Bird, MEX, c8e9e4c7-205b-4174-8e72-a247b0ab723b, 75, 10112, No update data, 9g3qwcjrntdj
Bird, MEX, cab64e73-b0d3-4420-99bc-7aebc33930d8, 47, 6012, No update data, 9g3qwcyv2t3w
Bird, MEX, 865b0de9-e529-473a-aa52-91857a449e21, 58, 7426, No update data, 9g3qx40md4hs
Bird, MEX, 344529cd-84fd-48e3-8b21-684ad46dff82, 89, 12324, No update data, 9g3qwct3r578
Bird, MEX, da614b5d-2b3c-422e-a504-61ffcdf2165d, 49, 6346, No update data, 9g3qwfpgun4x
Bird, MEX, 536b2426-b4dd-4e8c-a3db-2785778e4447, 57, 7682, No update data, 9g3qx42bw5bz
Bird, MEX, de273040-b291-4ec7-aa2e-76711113026a, 45, 5678, No update data, 9g3qwcvtn4qb
Bird, MEX, e349854b-51ba-4a83-9fe8-d7f5c44e276a, 73, 10354, No update data, 9g3qx43jymvq
Bird, MEX, 6175efb6-26d1-4609-a1e0-fab2b9e0eaf6, 60, 7742, No update data, 9g3qwbu533wn
Bird, MEX, e4712a70-4933-431e-bc64-74fd10657c08, 53, 6636, No update data, 9g3qwcs5pz9c
Bird, MEX, f9b1b68d-36cb-4a85-aa37-002eeb559b11, 69, 9686, No update data, 9g3qwcs5r2y9
Bird, MEX, f860037a-5989-4d75-9348-58229f4fde47, 88, 12859, No update data, 9g3qwfjewcv6
Bird, MEX, 7f2ca248-77b1-4409-8ac8-a19c521e48c3, 46, 5530, No update data, 9g3qwfjsbnb5
Bird, MEX, faa2eeca-91bd-4975-906b-d373cff3a5ba, 17, 1002, No update data, 9g3qwcu1qqtn
Bird, MEX, 8a5f8969-e977-47d0-89e8-177cecbd6284, 91, 13360, No update data, 9g3qwcu0d5h3
Bird, MEX, c35c6af9-7d4c-432b-99b0-7ec7586b7276, 66, 9185, No update data, 9g3qwcu03zcq
Bird, MEX, e66d46b2-f80a-4d16-95f6-254a51a7f7c0, 94, 13861, No update data, 9g3qwcu09se5
Bird, MEX, 5fe5aef5-165c-42a8-a137-236d98a60121, 72, 9638, No update data, 9g3qwcumegj9
Bird, MEX, b6ec3c46-529d-45ee-bdea-0a6cd2403e14, 52, 6478, No update data, 9g3qwcezu2tu
Bird, MEX, 22910612-d79d-4d1d-8a47-93a748946295, 89, 12324, No update data, 9g3qwfhfuq0z
Bird, MEX, 6b8f9c14-2d24-4fef-a24a-bfde9ffa9cb7, 63, 8684, No update data, 9g3qwbg02dym
Bird, MEX, e542c0fa-64c7-434a-956c-8fbeb0098a02, 79, 11356, No update data, 9g3qwbfzz3w9
Bird, MEX, 8005ba09-2c01-4116-8492-59df98519338, 62, 8517, No update data, 9g3qwc7q1eg1
Bird, MEX, dde5cab9-c68f-42bf-a375-3ca61faf8db5, 62, 8058, No update data, 9g3qx4fb7p9m
Bird, MEX, 8c9a5bcd-2c5d-433e-b343-b9842f1cee05, 61, 7900, No update data, 9g3qwbff8h84
Bird, MEX, 7a0d79cb-8eca-4f34-ac29-ffc435f83d8a, 53, 6636, No update data, 9g3qwb6umu5t
Bird, MEX, 72e36f5b-e676-4e7b-b9ff-81fbb21e0016, 65, 8532, No update data, 9g3qwb6fjg5s
Bird, MEX, b78bd362-91ce-4727-a2d8-281b88f9424f, 83, 12024, No update data, 9g3qwbf6h0fx
Bird, MEX, 3bbfd342-cfad-4469-abfa-34acb2b9da62, 83, 11376, No update data, 9g3qwfw1891w
Bird, MEX, 357ad6ce-53f1-45b7-a9e6-28b31bf56eee, 79, 11356, No update data, 9g3qwftcxehf
Bird, MEX, 3843e841-bdae-4433-a5e0-daddf5c3ffe8, 67, 8848, No update data, 9g3qwb6sdpk7
Bird, MEX, 90430749-fe96-41aa-9a4d-b815dc635638, 63, 8684, No update data, 9g3qwb6scbw5
Bird, MEX, 1ba4c88b-a205-4db7-b25a-1123e66a39ce, 64, 8851, No update data, 9g3qwb6sccc4
Bird, MEX, 0b9d6f82-1e0d-4a40-ad04-5b125184aadc, 45, 5372, No update data, 9g3qwb6sc871
Bird, MEX, 02cdd55a-c983-4352-9fc0-8d42e6798bc7, 72, 9638, No update data, 9g3qwcg1dwju
Bird, MEX, 309eda43-94f5-4b7d-98a1-796e2363cb63, 92, 13527, No update data, 9g3qwcg103jp
Bird, MEX, a6202460-6357-48e1-a954-45b9a93fe874, 96, 14195, No update data, 9g3qwcg12fh9
Bird, MEX, fd8e3b0e-66c4-4876-9ede-7adba1ca50ee, 97, 14362, No update data, 9g3qwcfcpc1b
Bird, MEX, 8cd5577b-6311-444b-8083-77e0c8426292, 48, 5846, No update data, 9g3qwcg18gj6
Bird, MEX, f0b68db4-299f-4f3f-a0d9-382dce16149d, 94, 13861, No update data, 9g3qwcg124bp
Bird, MEX, 8f74d211-c301-4bcd-85bd-d6dbedcba3cb, 58, 7426, No update data, 9g3qwft2pped
Bird, MEX, ae5afafa-db9b-492f-8022-7e80cf062d28, 69, 9686, No update data, 9g3qwcfbyt61
Bird, MEX, 991110f1-d4d6-48fb-958d-37de89bafb88, 24, 2171, No update data, 9g3qwcfbypyc
Bird, MEX, 0463673d-ff0a-45ca-bf5f-ff9b347aa0e1, 81, 11690, No update data, 9g3qwcfcqgt6
Bird, MEX, 58465b20-d603-4716-bd42-1e84cf544e64, 96, 14195, No update data, 9g3qwcfbypcc
Bird, MEX, e372bcae-dd14-47af-ab7e-92765062c6c7, 79, 11356, No update data, 9g3qwcfcnxf5
Bird, MEX, 8382eacb-4773-492e-a1a8-119957d47c32, 71, 10020, No update data, 9g3qwcfbku4n
Bird, MEX, 16e94ea3-6f8c-4d51-906d-87967ef2fb18, 93, 13694, No update data, 9g3qwcfcq2jj
Bird, MEX, 508b82b7-b313-4b6c-bf18-0b7a33c82dcd, 96, 14195, No update data, 9g3qwcfcjd28
Bird, MEX, c7f4469b-2576-41b4-a60e-ce0d83041e07, 65, 9018, No update data, 9g3qx4bs4gfg
Bird, MEX, 6ad5c4d4-9a83-449a-bcaf-d8edcc442681, 93, 12956, No update data, 9g3qwcfb5ru5
Bird, MEX, 8d3cdd24-9aed-44fc-b1b8-a05ed4844168, 76, 10270, No update data, 9g3qwcfb7s1n
Bird, MEX, d0b5e879-9967-4ec9-a345-13e1c481bad5, 96, 13430, No update data, 9g3qwcfb1b9n
Bird, MEX, 8a6b2115-3b31-4769-98b5-875128662a34, 82, 11218, No update data, 9g3qwbdpfnu6
Bird, MEX, 94d47749-60fd-4253-a583-983ce2b4cac1, 31, 3160, No update data, 9g3qwcfb13q4
Bird, MEX, f30ec5b7-c6d6-4612-b167-9558c304f9ab, 62, 8517, No update data, 9g3qwcfbftmc
Bird, MEX, eb5c8c4b-3d3c-414a-bd33-3d600d59afeb, 72, 9638, No update data, 9g3qx4bv1vn7
Bird, MEX, 8380d2a4-2706-4a64-95ee-0acd6e4c13d6, 93, 13694, No update data, 9g3qwbcbqzbm
Bird, MEX, c0d18769-2f21-4ef2-8fcb-1d6e253118f3, 58, 7426, No update data, 9g3qwcff1f30
Bird, MEX, 6cc3e8ea-c70d-4f53-a502-23a0b765884f, 64, 8851, No update data, 9g3qwb9fxg3f
Bird, MEX, 68638eda-c186-475d-9cdd-843b4131a187, 64, 8851, No update data, 9g3qwc1bbzu8
Bird, MEX, 683fd16c-afff-4ff6-965a-85486d942c60, 39, 4676, No update data, 9g3qwbcekv45
Bird, MEX, 2d64c10f-9b4f-402a-840f-f812cbf311dc, 96, 13430, No update data, 9g3qwcdpqytq
Bird, MEX, 4b53fac0-d2d7-446f-b5ca-a4a704458ed1, 92, 13527, No update data, 9g3qwcf629wr
Bird, MEX, 9ef4da00-131c-45c4-8b6a-9d6c563665ea, 79, 11356, No update data, 9g3qwf7dtqf3
Bird, MEX, b59f9481-add1-4790-8fd0-3708ec038502, 96, 14195, No update data, 9g3qwcf62qen
Bird, MEX, 1ff3cd17-af90-43b9-953c-da400b1a8294, 47, 6012, No update data, 9g3qwbc73s6z
Bird, MEX, fd92f56a-4fb0-48af-ba50-3f40859a0fe4, 98, 13746, No update data, 9g3qwc171v11
Bird, MEX, d30e9816-7cca-4aa0-b9be-04c12fc703ed, 87, 12692, No update data, 9g3qwc3mxwky
Bird, MEX, 5127a64a-02a5-4a65-81b0-a2e0f3e1c6b9, 58, 7849, No update data, 9g3qwfu86tjv
Bird, MEX, 8aafa710-fa10-418f-afd8-12fae4340334, 54, 7181, No update data, 9g3qwfu2hrtf
Bird, MEX, ff50e50b-f94d-4909-ae9a-7302daf5330a, 100, 14062, No update data, 9g3qwfdkjqfq
Bird, MEX, a4d45fc9-5f18-49e2-ac64-d35924aeac3d, 61, 8350, No update data, 9g3qwcc8thvm
Bird, MEX, c8617a8b-2039-41a9-8a39-8e35e2650932, 20, 1503, No update data, 9g3qwcc8cun1
Bird, MEX, b85c98bb-7b17-480f-b895-aa0d5bd2211d, 83, 12024, No update data, 9g3qwf1hstec
Bird, MEX, 727302b0-d182-4560-91a2-64316c193a92, 53, 7014, No update data, 9g3qwcch6z6d
Bird, MEX, 305e4a4d-db99-4d3c-81fb-550632602add, 51, 6320, No update data, 9g3qwg3gjs0t
