Bird, MEX, f5fb0a5c-ee64-40c5-bf8b-c56568612c0d, 96, 13430, No update data, 9g3qx2egq9rs
Bird, MEX, 094b804e-9d66-406f-8d12-33b3f6bea730, 96, 13430, No update data, 9g3qrq5pzg66
Bird, MEX, de05ba13-f89b-4ac8-b51c-efcf4070371b, 93, 12956, No update data, 9g3qrq5py0z6
Bird, MEX, 9d706cb0-b2c6-45b0-8487-0815091c2684, 45, 5678, No update data, 9g3qrq6fghyk
Bird, MEX, bedbcaf8-9dc5-40ef-a144-544d962ebfa4, 69, 9164, No update data, 9g3qrmut6h7s
Bird, MEX, 918117da-5017-4740-8210-e58402ddd53f, 71, 9480, No update data, 9g3qrq56z0hn
Bird, MEX, 7750560a-4d42-4904-bfc1-03a8d16c329f, 67, 8848, No update data, 9g3qrmgzm2xv
Bird, MEX, 6905deef-6a5c-47fa-bccc-d1943bd4d0bb, 29, 2844, No update data, 9g3qrmgyuf9q
Bird, MEX, 143d0a31-d8f4-4ad8-9b34-8446412ad3a4, 78, 10586, No update data, 9g3qrq681ubq
Bird, MEX, b6d48655-113a-4fe3-836d-8f1b0f48cc23, 96, 13430, No update data, 9g3qrmggjyhm
Bird, MEX, 82969b39-d6b9-4827-a0a8-107673dd7014, 94, 13114, No update data, 9g3qrmggh5en
Bird, MEX, b762081f-13a9-4e84-9217-03e481d1a0cd, 90, 12482, No update data, 9g3qrmgg5r57
Bird, MEX, 773750c9-b48c-452c-91bd-62657dad9452, 93, 12956, No update data, 9g3qrmggh47n
Bird, MEX, 7c906dcf-51d2-45d5-91fd-c0c9ccda7a7b, 94, 13114, No update data, 9g3qrmgg5fky
Bird, MEX, 454cd7a1-a7f6-4852-855d-a067cce069ff, 70, 9322, No update data, 9g3qrmt76e0h
Bird, MEX, 8c3bbb45-954b-4824-be25-c5bec69281c7, 94, 13114, No update data, 9g3qrmfx8bgb
Bird, MEX, e77b9d41-bb89-42f7-bfc7-278b3d486cc8, 94, 13114, No update data, 9g3qrmfx3d5x
Bird, MEX, c9340cfb-8c10-4b6b-99ae-d253909c2267, 97, 13588, No update data, 9g3qrmfx33t7
Bird, MEX, 45af8c65-0a67-4efb-9d45-81ecff8e639e, 94, 13114, No update data, 9g3qrmfx1rtr
Bird, MEX, 116417a6-7e94-485a-896a-29d8fbc85142, 96, 13430, No update data, 9g3qrmfx32br
Bird, MEX, 221ab1ad-85d1-4517-9925-da6dbfd4dfca, 100, 14062, No update data, 9g3qrmshmr4y
Bird, MEX, 66816b0a-9cf9-4743-a89f-382a0131c14b, 99, 13904, No update data, 9g3qrmshmm4b
Bird, MEX, 8e477a90-4f09-42b3-a821-8bc8c113af8b, 97, 13588, No update data, 9g3qrms5ft2p
Bird, MEX, b63b9ea7-4272-4835-92c9-b30340e345d1, 87, 12008, No update data, 9g3qrmettvkk
Bird, MEX, d8dad0d6-cd97-4fa1-814c-0146b3e81c15, 84, 11534, No update data, 9g3qrt3hxuz8
Bird, MEX, ec17b680-0bf2-4655-9a00-2b4c91cdd0f5, 89, 12324, No update data, 9g3qrms5b088
Bird, MEX, 1a108a8c-4379-452a-b475-670a843ee147, 36, 3950, No update data, 9g3qrq4020tt
Bird, MEX, 0b5ed465-0d67-4ddc-9a2f-254998b5e699, 96, 13430, No update data, 9g3qrmemgpwk
Bird, MEX, 22c0a4fc-5038-407e-b358-c264315749ed, 66, 8690, No update data, 9g3qx12m5rs3
Bird, MEX, 6864fcbe-db31-41c6-a2e3-b2235d8a8ae8, 61, 7900, No update data, 9g3qx1dw8bhz
Bird, MEX, 8cdc2733-90de-4c40-a89f-16ed1631d0f0, 69, 9686, No update data, 9g3qx1dwb0bq
Bird, MEX, 75ce0f6b-0607-4413-b8f9-4814481bec33, 80, 11523, No update data, 9g3qwcrgfffc
Bird, MEX, 8f6192fc-788b-4854-8a30-5caebd713096, 61, 8350, No update data, 9g3qwcrkn4bu
Bird, MEX, 0e92d871-7d97-421b-b335-bebc3ed80d86, 81, 11060, No update data, 9g3qx18m8qg2
Bird, MEX, 6ac19057-d456-42f2-8b15-a6f5b2115c23, 43, 5344, No update data, 9g3qwcqv2fuy
Bird, MEX, 667da35d-8345-4402-9ed3-23f1f5f80543, 54, 7181, No update data, 9g3qwcwyg7h7
Bird, MEX, e941dace-9a1c-4a30-98a3-1bf9debb950f, 48, 6179, No update data, 9g3qx41h9p3v
Bird, MEX, ec282f9d-c4c9-4f6b-b4cc-1164a1722115, 34, 3634, No update data, 9g3qx471x9t0
Bird, MEX, 32f68de4-2eb5-4e6a-98d0-a98394355de8, 48, 5846, No update data, 9g3qwbjrr4ee
Bird, MEX, 9ddd3c35-3375-480c-8794-ca6dc092fc54, 26, 2505, No update data, 9g3qwctz3dgn
Bird, MEX, e21f27e2-9f53-4c99-892a-f9bf22f7fa94, 76, 10270, No update data, 9g3qwbjrnbbr
Bird, MEX, ee05a53f-f7bf-41c1-81d3-e437b06fa90d, 79, 10744, No update data, 9g3qwbjrjsms
Bird, MEX, ac1ee0f4-816d-44fa-9b99-fe5bfe58bf3d, 55, 6952, No update data, 9g3qwctwbsqe
Bird, MEX, 7dbbc39d-2fb2-48f3-ad5d-1160dbf3bc38, 18, 1106, No update data, 9g3qwbsdfqpw
Bird, MEX, 399b6028-34ac-4344-868c-ce8cbefa9845, 61, 7900, No update data, 9g3qx4kh5p96
Bird, MEX, cb3593a1-9e2f-4207-9d44-a8c5cfc33a83, 43, 5056, No update data, 9g3qwck1qbb2
Bird, MEX, c488e09f-1866-4fed-992b-38bee7d7d89a, 74, 10521, No update data, 9g3qx42t05v4
Bird, MEX, c2f6fded-ef3c-49b7-b49f-04f5bcf1aa54, 45, 5372, No update data, 9g3qwbgy4mzx
Bird, MEX, d064c442-610e-487d-b05b-a31dd275bf4d, 52, 6847, No update data, 9g3qwcs5zycg
Bird, MEX, 6e7a094b-ea05-46e1-b603-32b9886a342a, 98, 13746, No update data, 9g3qwcsk8899
Bird, MEX, bbdc300e-fa23-4a21-8522-0bc1d887d15d, 99, 13904, No update data, 9g3qwcsk8hbj
Bird, MEX, 0185eda4-6fe8-4922-81a7-34678d6a84dd, 62, 8517, No update data, 9g3qwcsnwefp
Bird, MEX, 83b5ac10-b1d8-49c8-8c1d-2ed7f42ed154, 79, 11356, No update data, 9g3qwbe91sen
Bird, MEX, 2c03e0f5-34c4-4f22-8832-8a7d0c880d38, 60, 8183, No update data, 9g3qx4mxssk3
Bird, MEX, 14339cd4-06a7-4521-b06b-908964fb07fc, 42, 4898, No update data, 9g3qwfj7u8sh
Bird, MEX, 5982dd8a-7d73-4455-b151-2953a019a1da, 98, 13746, No update data, 9g3qwce9n03u
Bird, MEX, 6ba594d5-eb98-4103-afd5-de4b11111543, 92, 12798, No update data, 9g3qwcspghn1
Bird, MEX, ab7e8bf1-0ebe-4bc8-b7bb-9e703b1fab0e, 96, 13430, No update data, 9g3qwcspfvfv
Bird, MEX, 9055f54e-a46a-4c28-b31b-1255979d5c27, 84, 12191, No update data, 9g3qwcu05hnh
Bird, MEX, 5fd2529e-56f5-46f6-bd2c-82b2469a641f, 84, 11534, No update data, 9g3qwcu05rs1
Bird, MEX, e03d63ba-50fb-4640-a11f-2c5fe9d33c21, 91, 13360, No update data, 9g3qwcu0eqhh
Bird, MEX, c7663d6e-92b4-4c15-a9ae-5d92fe95af34, 48, 5846, No update data, 9g3qwcu0db4z
Bird, MEX, 5ed702c5-55e1-4327-8f43-ad24e577d343, 92, 13527, No update data, 9g3qwcgbrshy
Bird, MEX, 3217e036-580f-43e9-947f-386bbdbe6693, 21, 1580, No update data, 9g3qwcgbx21x
Bird, MEX, 6263e4b4-c680-4fdf-a014-07662bb03d8b, 38, 4509, No update data, 9g3qwcgbwut7
Bird, MEX, fce6c5f8-7b82-4b07-b6b8-a08f6cc706d8, 63, 8216, No update data, 9g3qwcgcpqwe
Bird, MEX, 3e2d1da1-ec7e-4247-a77f-75bd19ee0d56, 85, 12358, No update data, 9g3qwc71h6bu
Bird, MEX, 8cb4650d-7205-4523-ad35-1f77c86d39f7, 74, 10521, No update data, 9g3qwc7q0d96
Bird, MEX, 006575b8-90af-4e96-b74e-b60b5082e1df, 57, 7268, No update data, 9g3qwc7mbmgm
Bird, MEX, 359dcf2a-5a9b-43e8-89c7-ba53b792e562, 73, 10354, No update data, 9g3qwbdgtyex
Bird, MEX, 05657a08-52fb-4b54-9e31-d3cf41b3234c, 36, 3950, No update data, 9g3qx4f8dm38
Bird, MEX, 3e737913-971d-4fe4-b1b6-098dd0a10698, 60, 7742, No update data, 9g3qwc6uqub6
Bird, MEX, 66cd7b58-b6cc-4d4f-bf73-e0661cda79e5, 90, 13193, No update data, 9g3qwc6uygj7
Bird, MEX, e3af9ad1-5eda-4578-8cbd-f2e5b3338ba8, 48, 6179, No update data, 9g3qwc6uwqv0
Bird, MEX, a9614ca7-751a-4d38-bf7e-b92624307e26, 92, 13527, No update data, 9g3qwc6uwnyb
Bird, MEX, 9eb9abf5-622f-4288-bd07-6a0d0452248c, 87, 12692, No update data, 9g3qwc6uwnyb
Bird, MEX, 11781753-5db0-4c90-bbd9-c50a2e4bd006, 61, 7900, No update data, 9g3qwb6gd7r9
Bird, MEX, 4393bfb1-3460-492b-ba5f-ab3d5e317045, 55, 7348, No update data, 9g3qwb6g9w7j
Bird, MEX, acb5758d-0232-4799-948e-697f1cc72dae, 70, 9322, No update data, 9g3qwb6gbcud
Bird, MEX, 816a7ae2-712c-4a12-a98f-631393ffc650, 89, 12324, No update data, 9g3qwbdry5wy
Bird, MEX, 32f7281d-ae17-40f3-aaba-874c580db14a, 43, 5056, No update data, 9g3qwbf2m0mq
Bird, MEX, 2f693e5e-f55f-4737-a0cc-21473e9600fc, 62, 8058, No update data, 9g3qwcg1rkw8
Bird, MEX, 3e6e54b3-d906-4c90-a6b2-ed8afbbc8594, 64, 8851, No update data, 9g3qwbf2gwpq
Bird, MEX, 9742e158-2cf8-486a-8711-ab79bacb7bb0, 87, 12692, No update data, 9g3qwbf2exdm
Bird, MEX, 15825331-4dd6-460d-8f55-04ff3ea0a753, 79, 10744, No update data, 9g3qx4cev1m9
Bird, MEX, 66d71271-eddb-4e5d-944f-181ef71d65e5, 29, 3006, No update data, 9g3qwcgmjdvs
Bird, MEX, 4a21459e-4651-4cb8-abac-ca0444649bb6, 52, 6478, No update data, 9g3qwbf295rf
Bird, MEX, 93952f2e-6607-49f1-a24b-b2ae076046f3, 71, 10020, No update data, 9g3qwcg17mhh
Bird, MEX, 60be9a24-bf36-4bf5-9e8b-9f7eca2177de, 90, 13193, No update data, 9g3qwcg1d5h3
Bird, MEX, aad7b5fb-642d-4670-91be-c2cd80aa5eff, 90, 13193, No update data, 9g3qwcg10376
Bird, MEX, 172f3ce0-c179-4833-b989-01f7164e9055, 70, 9322, No update data, 9g3qwcgqtq4m
Bird, MEX, 15a0257a-1513-46fd-b0b7-96c837882c77, 92, 13527, No update data, 9g3qwcg12zss
Bird, MEX, 39de7f22-e790-4b52-badd-75fb9acb6ca5, 92, 13527, No update data, 9g3qwcg10jn6
Bird, MEX, 529ed345-3ff7-4057-a84b-a30a5ea52631, 55, 7348, No update data, 9g3qwcfbz71e
Bird, MEX, 68c1c7fb-9e43-44bf-8ae8-8901c2c758da, 91, 13360, No update data, 9g3qwcg18893
Bird, MEX, c3b7edef-c76e-4dc1-bdb4-3d29f3527216, 90, 13193, No update data, 9g3qwcfcpthf
Bird, MEX, 1761c249-cf5e-451f-96cb-2409fdebb239, 84, 12191, No update data, 9g3qwcg18e13
Bird, MEX, 5f81210a-673d-4815-8f32-a9a3ac6bd17f, 81, 11060, No update data, 9g3qwcfbhcp0
Bird, MEX, 8642b7f6-3550-4289-853d-c1d1eb08cd82, 98, 14529, No update data, 9g3qwcfcppg7
Bird, MEX, a6434358-8946-4019-a419-866f32a3845f, 51, 6320, No update data, 9g3qx4bsrc6n
Bird, MEX, 42adbca0-ad2f-4c00-aa33-4c9f7db1dc39, 66, 9185, No update data, 9g3qwcfcwkm1
Bird, MEX, dde13183-3663-4df6-be0d-4a2b9dd3e6c1, 90, 12482, No update data, 9g3qwf590re3
Bird, MEX, c1ccd651-0cd2-4918-9c98-4dd29d42bbcd, 44, 5214, No update data, 9g3qwfwh1599
Bird, MEX, c71885da-65ec-4c3f-9734-c75b4ef533d7, 93, 13694, No update data, 9g3qwcfc2pyq
Bird, MEX, 2a745e37-3402-40b3-9e3c-e6341baa9751, 93, 13694, No update data, 9g3qwcf9x3y9
Bird, MEX, 438c5d35-cf11-4d31-99ef-dc83df7eb073, 93, 13694, No update data, 9g3qwcf9q8f1
Bird, MEX, bc096ecd-5783-4ffe-b694-25020987449a, 73, 9796, No update data, 9g3qwcf9mfgx
Bird, MEX, df75c92d-d578-4bed-b538-e4872918c86f, 89, 13026, No update data, 9g3qwcf9mt2w
Bird, MEX, 25fbe969-bf09-4f66-8ccf-1a6427c3d222, 53, 7014, No update data, 9g3qwc1gdsvu
Bird, MEX, 949aa72f-d3ee-4a57-ab0c-2c86be93c3a2, 69, 9164, No update data, 9g3qwc1f9u30
Bird, MEX, 3a767eb9-bced-456f-ad96-829432d97e63, 71, 10020, No update data, 9g3qwbcfbtck
Bird, MEX, a09dfe52-2ac8-4394-a0d1-427be81b929b, 45, 5372, No update data, 9g3qwc1u28y2
Bird, MEX, 65823530-8a00-4741-9674-7a98d49654ac, 53, 7014, No update data, 9g3qwc1u800p
Bird, MEX, 4d107f2d-5bca-472c-81fd-96efae7fc951, 52, 6478, No update data, 9g3qwc1dm1tq
Bird, MEX, c92ac4d9-423e-4770-bd9c-135f977bb673, 33, 3476, No update data, 9g3qwft48k76
Bird, MEX, c8d0fb22-0f6f-4483-870e-43bbeafa0b1f, 81, 11060, No update data, 9g3qwbcdgh8u
Bird, MEX, d884531f-a782-4a13-9334-81a43fe0a5dd, 51, 6680, No update data, 9g3qwb9x3n9t
Bird, MEX, d0e1012c-643e-4538-9e72-c3d07f9f2339, 20, 1503, No update data, 9g3qwf7dzr3x
Bird, MEX, cb995255-faf8-4d39-a1cc-cc1643f58fc2, 58, 7849, No update data, 9g3qwc16nznq
Bird, MEX, 9d0c4f3c-693d-41f6-afbe-a36cdb469f8f, 94, 13114, No update data, 9g3qwb9rg40v
Bird, MEX, f61a30c2-c44b-4a3b-bb2f-04c96a06d2a7, 62, 8517, No update data, 9g3qwb9k52up
Bird, MEX, b7b60ee8-e22f-456e-be72-52cb99879352, 94, 13861, No update data, 9g3qwbcpw3mn
Bird, MEX, 7af2d6e2-e68f-4b26-88de-66679524dd7a, 91, 13360, No update data, 9g3qwbcpy0qc
Bird, MEX, b7507fc7-1d70-45d4-8c81-fd4e088abc94, 90, 13193, No update data, 9g3qwbcpmc7s
Bird, MEX, 547df1bd-491a-4afe-837e-31c688af9dd6, 93, 13694, No update data, 9g3qwbcptxtm
Bird, MEX, 2358496e-5d6e-4540-8eb6-fce57534d79c, 88, 12859, No update data, 9g3qwbcpvr4k
Bird, MEX, 4f39dc94-32da-440c-8a0f-92a4a768f2c8, 92, 13527, No update data, 9g3qwbcps3mw
Bird, MEX, 27e6bc4b-2e60-42ab-af9e-adbf7635866f, 51, 6320, No update data, 9g3qwfyzkthj
Bird, MEX, d81d8c36-bff2-4813-9f40-de5dbb183559, 53, 6636, No update data, 9g3qwc2f72hj
Bird, MEX, ea9578de-543e-4f55-b778-9e6e407b3480, 73, 9796, No update data, 9g3qwc8fr39x
Bird, MEX, b6bcb3d6-3883-4d09-9ede-6527fc107e11, 63, 8216, No update data, 9g3qw9zfbyue
Bird, MEX, 13ae732e-c540-4910-a04c-9297937170ea, 82, 11857, No update data, 9g3qw9rzt5tm
Bird, MEX, f0ba3ac1-e3d5-4b23-b642-0cfe33651b66, 82, 11857, No update data, 9g3qw9rzd9mx
Bird, MEX, 68bd689a-0cc5-4825-b84f-8d26b540991a, 93, 13694, No update data, 9g3qwc2stm4q
Bird, MEX, 29d067a4-a874-416c-a306-4eac3b99237e, 97, 14362, No update data, 9g3qwc2ssg65
Bird, MEX, 4d02ca4a-c96a-4f1b-aedf-8f138272da3b, 92, 13527, No update data, 9g3qwc2sscz1
Bird, MEX, 6139ff4d-4024-4c4f-b7bc-02ee54943e78, 94, 13861, No update data, 9g3qwc2st0jr
Bird, MEX, 6f3a478b-ae6e-4505-b8c8-abeba60fe024, 87, 12692, No update data, 9g3qwc2skqtt
Bird, MEX, 4b82291e-ab02-4d4b-9616-f2f03e4547dc, 85, 12358, No update data, 9g3qwf1jrvcb
Bird, MEX, 426a2300-217e-4974-96b6-7b49d701c9a3, 93, 13694, No update data, 9g3qw9rph9eu
Bird, MEX, 733e41da-4346-4053-af49-9c3db3a26f3f, 97, 14362, No update data, 9g3qw9rnu3t9
Bird, MEX, 9a093e84-d912-429f-8968-2be4ddf12a9e, 81, 11690, No update data, 9g3qw9rjrcpf
Bird, MEX, 94b94b7e-1f5f-406e-9822-bd5aecf6f036, 46, 5530, No update data, 9g3qw9rnf8ts
Bird, MEX, d18acc59-6cd2-4e67-a97d-953ed5dfabd7, 74, 9954, No update data, 9g3qw9wsu22d
Bird, MEX, 0c879992-721b-4fc2-a7ed-117b8a83e97a, 83, 11376, No update data, 9g3qw9wx8j92
Bird, MEX, ad0af988-8454-45a4-b30f-e40bed2e1eb3, 93, 13694, No update data, 9g3qw9qwz7ne
Bird, MEX, 0ed03b2f-d087-4198-b923-196bb9f9ccf5, 60, 8183, No update data, 9g3qw9r2rqyx
Bird, MEX, 0e58aca9-bc75-4adc-9587-091786697499, 76, 10855, No update data, 9g3qw9pwwf05
Bird, MEX, b1ef15f1-bc62-4fff-b980-febedf9eef6e, 53, 7014, No update data, 9g3qw9prshfk
Bird, MEX, 99e9ab2f-54d1-4d1f-a721-cbcaa04511d7, 65, 9018, No update data, 9g3qw9pt9h38
Bird, MEX, e42e7dc2-6c91-4e17-aeb6-de4016acec4b, 91, 13360, No update data, 9g3qwc0dqhqz
Bird, MEX, 0fd1e08e-deb6-490f-8803-b4ebf2e145da, 94, 13861, No update data, 9g3qwc0dq01u
Bird, MEX, ab99680b-a722-4716-a9a2-2b6a3a935196, 92, 13527, No update data, 9g3qwc0dnpcf
Bird, MEX, 6fffb13a-81b3-46a7-b88d-94f5b6c50ed3, 70, 9322, No update data, 9g3qw9pjv9w9
Bird, MEX, d5ccd558-1975-4268-b1e5-b6d20dfcbe4a, 94, 13861, No update data, 9g3qwc0dnjnc
Bird, MEX, 7fbd2cce-00ee-4983-bf40-e99d6933a66e, 91, 13360, No update data, 9g3qwc0dnd4p
Bird, MEX, 11676849-fa45-46d7-b9c6-00b7af2a96f8, 92, 13527, No update data, 9g3qwc04s62s
Bird, MEX, c7e36d98-88c3-42f4-b7be-b45a059378d4, 97, 14362, No update data, 9g3qwc047ytm
Bird, MEX, 1c118bf9-723d-4a95-8db9-31b3aaad0a5f, 85, 12358, No update data, 9g3qw9pjmk4n
Bird, MEX, 698addd9-3939-41cc-b0e3-e054dcdb0b49, 49, 6004, No update data, 9g3qwc01v1v7
Bird, MEX, dcf94f26-5b70-456a-9ca9-ac326ac84347, 56, 7515, No update data, 9g3qw9ny6y6e
Bird, MEX, 24154d5a-7847-46f7-b671-73de80104aff, 46, 5530, No update data, 9g3qw9q3uk2e
Bird, MEX, 5de28bb6-4f70-4acb-9e7e-ff78e1ca626b, 60, 7742, No update data, 9g3qwf3y6rxs
Bird, MEX, 2604aa07-f3ee-49bc-8a38-d69f285f884c, 83, 12024, No update data, 9g3qw9nggyt2
Bird, MEX, 0da0d456-31f1-49be-8f81-0dd58bc11eb2, 74, 10521, No update data, 9g3qw9p4cqjy
Bird, MEX, 09d41eea-4f02-40ff-bbaf-3875606f3963, 55, 6952, No update data, 9g3qw9nr6ud8
Bird, MEX, d62689ee-2e9e-4f8f-a6d7-ecd6fd9cd4cc, 40, 4582, No update data, 9g3qw9ngg6u1
Bird, MEX, 50da271b-ca17-4d89-b47e-50fd6a04b1f2, 75, 10112, No update data, 9g3qw9tknf84
Bird, MEX, d885d70f-8189-49e3-8bda-cfe22c443e6a, 52, 6847, No update data, 9g3qw9nfpb3s
Bird, MEX, 6ea0ee05-d329-4a13-911a-217fd2f094f9, 62, 8058, No update data, 9g3qw9vrrfdv
Bird, MEX, a3636b96-bc4b-4c58-a7ac-52f837942f07, 15, 668, No update data, 9g3qw9t3ur0s
Bird, MEX, 7b132f5b-f344-4021-9b81-ac1dafc9793e, 97, 14362, No update data, 9g3qw8zwerh1
Bird, MEX, e5999c6b-fc46-41a1-9249-40e5eb1b8fe8, 91, 13360, No update data, 9g3qw8zwf269
Bird, MEX, 43c02c47-3330-4a25-8629-8d2d66d30816, 94, 13861, No update data, 9g3qw8zwdydx
Bird, MEX, 6f770018-7f5d-4542-ad0a-0a2183425dd6, 97, 14362, No update data, 9g3qw8zwdnsr
Bird, MEX, 204b872f-1b93-408f-863a-6c2c3af98a4a, 91, 13360, No update data, 9g3qw8zw96jf
Bird, MEX, 3e739d18-1f4e-4ef6-9fe1-74c2ae925874, 85, 12358, No update data, 9g3qw9mb6mpk
Bird, MEX, 1f5e4f19-f60a-448c-a5c9-4bb86e473333, 87, 12692, No update data, 9g3qw9juw93z
Bird, MEX, 49943025-bdc2-4e77-b86f-2190d82da584, 70, 9853, No update data, 9g3qw9juv7dp
Bird, MEX, 20009848-0b27-4b90-9248-bdf349758ca9, 67, 9352, No update data, 9g3qw9juwh9f
Bird, MEX, 509aa737-7b98-42f4-bfb0-67b06ce84923, 57, 7682, No update data, 9g3qwf8kj365
Bird, MEX, 6093caa0-6f73-4484-b0fd-3ada6e14c4cf, 67, 8848, No update data, 9g3qwdw8hgpp
Bird, MEX, c3ee4754-b180-45c7-be07-c0c9b0896396, 90, 13193, No update data, 9g3qw9sy7kgf
Bird, MEX, 2b22365f-7da6-4127-9b6a-b922ce68b074, 89, 13026, No update data, 9g3qw9sy6vf8
Bird, MEX, 67d0b05e-49fd-403e-9821-a18fbba5f025, 56, 7515, No update data, 9g3qw9jsv983
Bird, MEX, 9628308d-8daa-4fc9-8b91-ee8b0d8eb2fc, 88, 12166, No update data, 9g3qwdw9zm18
Bird, MEX, b7d8d18a-2e58-4694-8dc0-ddd15b0fa2c5, 58, 7849, No update data, 9g3qwbb91vn1
Bird, MEX, 650995bc-4199-4166-9484-6626cefa66d1, 61, 7900, No update data, 9g3qw9jq0gu3
Bird, MEX, e9740798-29b8-4136-8550-b06b5b8e10be, 69, 9686, No update data, 9g3qwdhzz8uw
Bird, MEX, 3952ed93-ee1c-4b22-baaa-499bfb9f6f3e, 15, 632, No update data, 9g3qwdhzyz0j
Bird, MEX, d0bc1d82-1ec4-4d6a-88c0-bd1a40a31ad1, 47, 5688, No update data, 9g3qw9s67945
Bird, MEX, 2c3e9fda-f3cd-4b88-9613-f1b814956526, 51, 6320, No update data, 9g3qwdh2vqf5
Bird, MEX, 55e0578e-9e23-4ce2-b540-141ddd3efa90, 82, 11857, No update data, 9g3qw8y576k4
Bird, MEX, 331bd502-48b5-4504-b890-4d73cf46e5f5, 49, 6004, No update data, 9g3qwb8j0fhx
Bird, MEX, 5378031d-73fb-478a-b0a4-55d0c0880179, 49, 6004, No update data, 9g3qw9hwty5s
Bird, MEX, 7f89b5e0-a7f5-4b1e-92dc-37463f8d0b2d, 83, 12024, No update data, 9g3qw8y4ewrj
Bird, MEX, e674c918-867f-4d47-b8b5-d468d4e1693b, 56, 7110, No update data, 9g3qw9k7535b
Bird, MEX, 89569964-0901-4fb0-a90e-c6486117918a, 67, 9352, No update data, 9g3qw9k1rudb
Bird, MEX, a48d6851-4bd5-4add-b1d0-9d933960a53c, 94, 13861, No update data, 9g3qw97zsk8d
Bird, MEX, c0ff3d53-b8dd-4102-bc76-0adc1e445f89, 44, 5214, No update data, 9g3qwdsbrudc
Bird, MEX, 519aac77-f8ab-41f2-b174-cc1b45b511a6, 69, 9164, No update data, 9g3qw97zexdn
Bird, MEX, 5d347b63-94f1-4595-b3a2-cecc0d9d6592, 92, 13527, No update data, 9g3qw97ze35v
Bird, MEX, 63026a33-ef1b-4853-a7dc-6fb45bbaa1f2, 90, 13193, No update data, 9g3qw97z75wf
Bird, MEX, 87068abf-2a11-472a-826c-3d1585ceea76, 40, 4843, No update data, 9g3qw9gy0xy5
Bird, MEX, c053267e-4814-4858-a9cc-a88cf7df7e4a, 15, 668, No update data, 9g3qwfcvns4j
Bird, MEX, 301c5d5b-c137-4adc-b6ee-b4ae37ba94b0, 81, 11060, No update data, 9g3qw8x4c1ze
Bird, MEX, 7a4cea3d-0886-4de4-9f34-3288ba197052, 52, 6847, No update data, 9g3qw97u03eh
Bird, MEX, b26f3237-6d32-4931-9a0b-ec88cda0ae00, 92, 13527, No update data, 9g3qw97tjtqe
Bird, MEX, 75dfb139-4b7d-4f70-a248-32d4fa1ec4de, 94, 13861, No update data, 9g3qw97tkuny
Bird, MEX, b51b4071-7e68-428f-90c9-b00b3673be38, 51, 6680, No update data, 9g3qw8v2qe1z
Bird, MEX, 49f32307-c005-417c-9464-dbddcdfa742c, 46, 5530, No update data, 9g3qw9grxy6z
Bird, MEX, eabf184b-e5e5-4b66-b357-cd8ea9259324, 74, 10521, No update data, 9g3qwds1kzqf
Bird, MEX, 59657b1e-857e-46d9-8d69-f69b9f071e2b, 90, 13193, No update data, 9g3qw971x7yq
Bird, MEX, 82bc1262-d00e-4110-8235-467b54463885, 93, 12956, No update data, 9g3qw9dctggr
Bird, MEX, ad334bee-a4da-4972-b8c7-80cff8e1ef3e, 91, 13360, No update data, 9g3qw97197mf
Bird, MEX, 845c7adc-974d-41d8-8696-3cba873fad9d, 76, 10270, No update data, 9g3qwd5nd9jw
Bird, MEX, 19821dfb-0561-4342-bb80-f7e0885e6c0e, 73, 10354, No update data, 9g3qwdevucqc
Bird, MEX, 4ab78a86-0c6a-4d0d-bb0f-1368937d86aa, 48, 5846, No update data, 9g3qwd4y9068
Bird, MEX, 2fc00242-61e2-4bd6-8710-657593e725fc, 42, 5177, No update data, 9g3qwdetq1ns
Bird, MEX, 1e300e70-9e81-4372-bc08-b987ebcf2e46, 90, 12482, No update data, 9g3qwdet0e91
Bird, MEX, 69d7f188-b3cb-4f89-bf1b-7670a2c12c23, 75, 10112, No update data, 9g3qwd6zrrwk
Bird, MEX, d2fef0b8-aa6e-4a9f-bef1-fd5fa9e2b65d, 65, 8532, No update data, 9g3qwg4xt0vm
Bird, MEX, 75e948f2-8c9f-44a0-a7b3-0bb54da9e34c, 90, 12482, No update data, 9g3qwdemwwg1
Bird, MEX, e9bc84ce-d822-429b-a4e2-06a23fb32af0, 16, 790, No update data, 9g3qwejvm5j0
Bird, MEX, 68e5b7a9-f469-4320-bdfb-65ea9bb22f10, 54, 6794, No update data, 9g3qwg360qej
Bird, MEX, 35021a36-270b-496f-8424-65bb224a4289, 81, 11060, No update data, 9g3qwdupnyn3
Bird, MEX, 94b8103c-b8bb-4236-8a10-6f30dfd87070, 62, 8058, No update data, 9g3qwg65m742
Bird, MEX, 4464a49e-82ab-4326-b178-576385686e12, 48, 5846, No update data, 9g3qwg6753sn
Bird, MEX, e16bc255-0292-4451-a2b8-0fcb8cfffa63, 52, 6847, No update data, 9g3qwg65zqq8
Bird, MEX, 9b52502d-bc03-4451-baa2-4b7605e9f25f, 52, 6478, No update data, 9g3qwd1u6mrq
Bird, MEX, 14970e6e-e013-4590-8f71-9214ea2f37c0, 40, 4582, No update data, 9g3qwd3b5nqf
Bird, MEX, f216f991-9be2-4743-987b-7c1ac14f9352, 57, 7268, No update data, 9g3qwermvey9
Bird, MEX, ff5c0e12-317b-4546-ba02-f12e2b321467, 54, 6794, No update data, 9g3qwddq4nh0
