2019-07-12 11:48:56, 83
2019-07-12 11:49:03, 83
2019-07-12 11:54:07, 83
2019-07-12 11:54:14, 83
2019-07-12 13:56:09, 82
2019-07-12 13:56:16, 82
2019-07-12 13:56:23, 82
2019-07-12 13:56:30, 82
2019-07-12 13:56:36, 82
2019-07-12 13:57:48, 82
2019-07-12 13:57:55, 82
2019-07-12 13:58:02, 82
2019-07-12 13:58:08, 82
2019-07-12 14:01:26, 82
2019-07-12 14:02:24, 82
2019-07-12 14:02:31, 82
2019-07-12 14:02:48, 82
2019-07-12 14:13:44, 82
2019-07-12 14:13:51, 82
2019-07-12 15:29:51, 81
2019-07-12 15:29:58, 81
2019-07-12 15:30:05, 81
2019-07-12 15:49:25, 81
