2019-07-12 16:36:32, 90
2019-07-12 16:36:39, 90
2019-07-12 16:36:46, 90
2019-07-12 16:38:50, 90
2019-07-12 16:38:57, 90
2019-07-12 16:47:14, 90
2019-07-12 16:47:22, 90
2019-07-12 16:47:29, 90
2019-07-12 16:47:37, 90
2019-07-12 16:47:44, 90
2019-07-12 16:47:51, 90
2019-07-12 16:48:40, 90
2019-07-12 16:48:41, 90
2019-07-12 16:48:48, 90
2019-07-12 16:48:49, 90
2019-07-12 16:50:22, 89
2019-07-12 16:50:23, 89
2019-07-12 16:50:24, 89
2019-07-12 16:50:31, 89
2019-07-12 16:50:31, 89
2019-07-12 16:50:32, 89
2019-07-12 16:52:47, 89
2019-07-12 16:52:48, 89
2019-07-12 16:52:48, 89
2019-07-12 16:53:00, 89
2019-07-12 16:53:00, 89
2019-07-12 16:53:01, 89
2019-07-12 16:53:08, 89
2019-07-12 16:53:09, 89
2019-07-12 16:53:09, 89
2019-07-12 17:05:26, 89
2019-07-12 17:05:27, 89
2019-07-12 17:05:27, 89
2019-07-12 17:06:05, 89
2019-07-12 17:06:05, 89
2019-07-12 17:06:06, 89
2019-07-12 17:07:42, 89
2019-07-12 17:07:43, 89
2019-07-12 17:07:43, 89
2019-07-12 17:08:58, 89
2019-07-12 17:08:59, 89
2019-07-12 17:08:59, 89
2019-07-12 17:09:27, 89
2019-07-12 17:09:28, 89
2019-07-12 17:09:36, 89
2019-07-12 17:09:36, 89
2019-07-12 17:10:07, 89
2019-07-12 17:10:07, 89
2019-07-12 17:10:46, 89
2019-07-12 17:10:47, 89
2019-07-12 17:16:48, 89
2019-07-12 17:16:48, 89
2019-07-12 17:16:56, 89
2019-07-12 17:16:57, 89
