2019-07-30 14:15:51, 30
2019-07-30 14:31:08, 33
2019-07-30 14:46:22, 33
2019-07-30 15:01:46, 33
2019-07-30 15:17:05, 33
2019-07-30 15:32:16, 33
2019-07-30 15:47:27, 33
2019-07-30 16:02:37, 31
2019-07-30 16:17:48, 31
2019-07-30 16:33:03, 31
2019-07-30 16:48:13, 31
2019-07-30 17:03:34, 31
2019-07-30 17:18:45, 31
2019-07-30 17:33:57, 31
2019-07-30 17:49:08, 30
2019-07-30 18:04:18, 30
2019-07-30 18:19:29, 30
2019-07-30 18:34:39, 30
2019-07-30 18:49:50, 30
2019-07-30 19:05:01, 30
2019-07-30 19:20:12, 29
2019-07-30 19:35:22, 29
2019-07-30 19:50:33, 29
2019-07-30 20:05:43, 29
2019-07-30 20:20:53, 29
2019-07-30 20:36:03, 29
2019-07-30 20:51:13, 29
2019-07-30 21:06:18, 28
2019-07-30 21:21:33, 28
2019-07-30 21:36:37, 28
2019-07-30 21:51:46, 28
2019-07-31 02:07:37, 26
2019-07-31 02:22:45, 26
2019-07-31 02:37:52, 25
2019-07-31 02:52:59, 25
2019-07-31 03:08:06, 25
2019-07-31 03:23:14, 25
2019-07-31 03:38:22, 25
2019-07-31 03:53:31, 25
2019-07-31 04:08:39, 25
2019-07-31 04:23:48, 24
2019-07-31 04:38:56, 24
2019-07-31 04:54:05, 24
2019-07-31 05:09:13, 24
2019-07-31 05:24:22, 24
2019-07-31 05:39:31, 24
2019-07-31 05:54:39, 24
2019-07-31 06:09:48, 24
2019-07-31 06:24:57, 24
2019-07-31 06:40:07, 24
2019-07-31 06:55:16, 24
2019-07-31 07:10:31, 22
2019-07-31 07:25:41, 22
2019-07-31 07:40:51, 22
2019-07-31 07:56:01, 22
2019-07-31 08:11:12, 22
2019-07-31 08:26:22, 22
2019-07-31 08:41:27, 21
2019-07-31 08:56:38, 21
2019-07-31 09:11:49, 21
2019-07-31 09:26:59, 21
2019-07-31 09:42:10, 21
2019-07-31 09:57:21, 20
2019-07-31 10:12:31, 20
2019-07-31 10:27:42, 20
2019-07-31 10:42:57, 20
2019-07-31 10:58:09, 20
2019-07-31 11:13:21, 19
