2019-07-30 19:35:18, 80
2019-07-30 19:50:29, 80
2019-07-30 20:05:39, 80
2019-07-30 20:20:49, 80
2019-07-30 20:36:00, 80
2019-07-30 20:51:10, 80
2019-07-30 21:06:20, 80
2019-07-30 21:21:29, 79
2019-07-30 21:36:39, 79
2019-07-30 21:51:47, 79
2019-07-31 02:07:39, 78
2019-07-31 02:22:46, 78
2019-07-31 02:37:54, 78
2019-07-31 02:53:01, 78
2019-07-31 03:08:08, 78
2019-07-31 03:23:16, 76
2019-07-31 03:38:24, 76
2019-07-31 03:53:32, 76
2019-07-31 04:08:41, 76
2019-07-31 04:23:49, 76
2019-07-31 04:38:58, 76
2019-07-31 04:54:07, 76
2019-07-31 05:09:15, 76
2019-07-31 05:24:23, 76
2019-07-31 05:39:32, 76
2019-07-31 05:54:41, 76
2019-07-31 06:09:49, 76
2019-07-31 06:24:59, 75
2019-07-31 06:40:08, 75
2019-07-31 06:55:17, 75
2019-07-31 07:10:28, 75
2019-07-31 07:25:37, 75
2019-07-31 07:40:47, 75
2019-07-31 07:55:58, 75
2019-07-31 08:11:08, 75
2019-07-31 08:26:18, 75
2019-07-31 08:41:29, 75
2019-07-31 08:56:39, 75
2019-07-31 09:11:50, 75
2019-07-31 09:27:01, 75
2019-07-31 09:42:11, 74
2019-07-31 09:57:22, 74
2019-07-31 10:12:33, 74
2019-07-31 10:27:45, 74
2019-07-31 10:43:00, 74
2019-07-31 10:58:11, 74
2019-07-31 11:13:23, 74
